"id","siglum","shelfmark","repositoryPlaceId","currentRepository","lat","lon","date","folios","group","origin","witnessType","sourceLabel","digitalUrl","iiifUrl","iiif_url","iiif_manifest_url","embedded_viewer_url","description","bibliography","openatlasClass","systemClass"
"ms-ecr-iii-a","A","Cambridge, Corpus Christi College, MS 146","repo-cambridge-corpus","Cambridge, Corpus Christi College","52.2043","0.1182","11th century","pp. 138-150","primary","Winchester / Worcester","primary","Parker Library","https://parker.stanford.edu/parker/catalog/wy783rb3141","","","","","The Samson Pontifical. Second recension of the English coronation service. Possibly used at the coronation of Harold and William the Conqueror.","Leopold G. Wickham Legg (ed.), English Coronation Records (Westminster: Archibald Constable, 1901).","E22 Human-Made Object","artifact"
