"id","label","type","placeId","start","end","description","openatlasClass"
"event-ecr-xv-record-context","ECR-XV English coronation record context","coronation_or_ritual_record","place-westminster-abbey","S.d.","S.d.","The legend of the miraculous delivery of the oil of unction to Thomas Becket by St. Mary the Virgin was largely used by Henry IV. for his own purposes in his desire to establish his throne. The document here printed professes to be a relation by the Archbishop of the delivery of the oil, and represents the state of the legend early in the fifteenth century. The manuscript is considerably defective, and words missing have been supplied from a later manuscript of the same century (Ashm. MS. 59, fo. 77), but which has an extremely corrupt text,","E5 Event"
"event-ms-ecr-xv-src-source","SRC source/witness context","source_reference","repo-london-british-library","medieval to early modern","medieval to early modern","Geographic anchor added to enable map display for ECR entries lacking explicit repository geodata.","E5 Event"
