"subject","predicate","object","certainty","source"
"ms-ocf-xxb-b","witnesses","OCF-XXB","certain","OCF-XXB witness list"
"ms-ocf-xxb-b","currently_kept_at","repo-london-british-library","certain","shelfmark/repository metadata"
"event-ms-ocf-xxb-b-origin-paris","occurred_at","place-paris","probable","origin field"
"ms-ocf-xxb-b","has_origin_or_context_place","place-paris","probable","origin field"
"ms-ocf-xxb-b","associated_with","actor-british-library","probable","entity enrichment"
"ms-ocf-xxb-b","associated_with","actor-arles-church","probable","entity enrichment"
"ms-ocf-xxb-b","associated_person","actor-charles-v-france","probable","entity enrichment"
"OCF-XXB","belongs_to_tradition","tradition-ocf","certain","project vocabulary"
"OCF-XXB","preserved_in","ms-ocf-xxb-b","certain","OCF-XXB witness list"
