"id","label","openatlasClass","systemClass","type","lat","lon","certainty","note"
"repo-london-british-library","London, British Library","E53 Place","place","repository_place","51.5299","-0.1277","certain","Current repository inferred from shelfmark: London, British Library, MS Cotton Tiberius B.viii"
"place-paris","Paris","E53 Place","place","scriptorium_or_origin_place","48.8566","2.3522","probable","Origin/context place parsed from ""Paris (for Charles V)""."
