"id","label","type","placeId","start","end","description","openatlasClass"
"event-ecr-xxii-record-context","ECR-XXII English coronation record context","documentary_record","place-westminster-abbey","S.d.","S.d.","The inventory of the regalia at Westminster taken on December 17, 1606, when Lancelot Andrewes was leaving the Deanery at Westminster for the Bishopric of Chichester, and Richard Neile was taking his place at Westminster, gives a very full account of the ornaments at the Abbey. They can be for the most part easily identified. The two books which are the first item to be mentioned are probably Abbot Litlington's Missal and Liber regalis. The cross with the crucifix answers to the description of the crucifix placed upon the altar by Archbishop Laud at the Coronation of Charles I. {The history of the troubles and tryall of... William Laud, ed. Henry Wharton, London, 1695, p. 318.) A few details are added of the stone chalice of St. Edward in the defects at the end. From this account it can be inferred that the foot of the cup was carved or chased, and that it was bejewelled. The girdle with which the King was girded is described as having had twelves ouches or clasps and one large one in the middle. The "" 2 riche palles "" are more likely to be relics of the first oblation made at former coronations, and not canopies held over the King.","E5 Event"
"event-ms-ecr-xxii-src-source","SRC source/witness context","source_reference","repo-london-british-library","medieval to early modern","medieval to early modern","Geographic anchor added to enable map display for ECR entries lacking explicit repository geodata.","E5 Event"
