"id","label","type","placeId","start","end","description","openatlasClass"
"event-ecr-xix-record-context","ECR-XIX English coronation record context","documentary_record","place-westminster-abbey","S.d.","S.d.","This document is especially interesting as it shows what provisions were considered necessary to be made for the coronation of Henry VII. The use to which many of the things mentioned were put can only be conjectured, but the large amount of scarlet and other kinds of stuff which appears to have been bought was probably used for hanging the church and Westminster Hall, and for decorating the Tower of London. The "" xxviij vnces frenge of gold and silke for the canopy "" which were supplied by Cecyly Walcot (p. 206) were in all probability for the canopy held over the King when he was anointed; or for that used in the procession from the Tower, which, according to the Little Device was to be made of cloth of gold, and supported on four gilt staves, so that it is reasonable to suppose that the "" viij. staves with fyne golde for y"" canapie"" (p. 207) furnished these two canopies. The "" canapy of purpuUe damaske clothe of gold "" on p. 212 is possibly the canopy carried over the King by the wardens of the Cinque Ports. Four swords are mentioned, two of them blunted and called Curtana (p. 210), and a chair of estate is mentioned (p. 209) as having the pomells gilt, and the King's chair is covered with silk and gold on p. 217, but which of the chairs is meant it is impossible to say. Near the end of the document there are payments entered for several garments, some of which may be meant for the King to wear on the coronation day, such as the "" longe gowne of crymsyn velvet upon velvet "" which may be the parliament robe worn in the procession to the church, the "" ij dalmatikkes one of crymsyn satin, the other of white sarsinet,"" are suggestive of the supertunica and colobium sindonis; but the other vestments, such as the pall and armilla cannot be distinguished. The 4,989 staves of ray cloth (p. 200) may refer to the cloth laid down under the King's feet, though, as this cloth is provided by the almoner, it would be more likely to have been paid for by that officer. Payment, however, is made for the "" hiring of men to helpe to laye the rayes vnder the kinge's fete at Westminster"" (p. 213). Saddlery forms a large item in the accounts. This must have been the preparation for the riding from the Tower to Westminster. The King's saddle was covered with cloth of gold, and the leading rein and saddle for the spare horse are also mentioned, the latter to be covered with cloth of gold as was directed in the Little Device (p. 222). The "" longe gowne of purpulle velvet furred withe Ermyns powdred"" (p. 217) is word for word the description in the Little Device of the garment which the King wore in the procession from the Tower to Westminster, but no trace is to be found of the "" doublet grene or whyte clothe of gold "" which the King is described as wearing on that occasion under the purple gown. The first part of the document relates to the buying of the stuff; but at the end the cost of making up the various stuffs for the King's personal use appears under the title of "" Thes been the parcelles folowing of George the Kinge's taillour."" The "" longe gowne of crymsyn velvet vpon velvet afterwarde furred with martrons/' and "" the Robes of crymsyn velvet... ageinst the parliament: a longe mantelle with a trayne,"" seems to be what became of "" xliiii yerdes iij quarters crymsyn velvet for the parliament robe."" The "" xj >98 yerdes of fyne blue cloth for a Robe for all soulen day "" (p. 200) reappear as "" a robe of blew clothe against all Soulen day "" (p. 217), and the "" vi. yerdes crymsyn saten for a Dalmatyke for the king"" (p. 205) were used doubtless in making the crimson satin dalmatic mentioned in George the king's tailor's bill (p. 217). The pair of sabatons of cloth of gold (p. 213), and the two pair of gloves on p. 203 are probably those referred to on p. 206, where the cost of the Venice gold for the ""kinges gloves and his sabatons"" is entered; but if the gloves refer to the rich gloves presented by Furnival, it is difficult to see why two pairs were made. The same objection applies to the identification of the "" ij coiffes, ij breches "" with the linen coif and femoral worn by the King.","E5 Event"
"event-ms-ecr-xix-src-source","SRC source/witness context","source_reference","repo-london-british-library","medieval to early modern","medieval to early modern","Geographic anchor added to enable map display for ECR entries lacking explicit repository geodata.","E5 Event"
