"id","siglum","displaySiglum","label","openatlasClass","systemClass","type","witnessType","shelfmark","folios","date","origin","currentRepositoryId","currentRepository","copiedFrom","digitalUrl","iiifUrl","sourceLabel","description","bibliography"
"ms-ocf-xxi-a","A","A","A — Paris, BnF, MS lat. 1246","E22 Human-Made Object","artifact","manuscript_witness","primary","Paris, BnF, MS lat. 1246","fols. 1r–1v","ca. 1250","Reims (text) / Paris (illumination)","repo-paris-bnf","Paris, BnF","","","","","Famous illuminated coronation manuscript. First complete French ordo with miniatures. Formerly MS lat. 4464.","Branner, Manuscript Painting in Paris, 13–4, 69, 87–1; Bonne, 'The Manuscript of the Ordo of 1250'"
"ms-ocf-xxi-b","B","B","B — Paris, Bibl. de l'Institut de France, MS Godefroy 380","E22 Human-Made Object","artifact","manuscript_witness","copy","Paris, Bibl. de l'Institut de France, MS Godefroy 380","pp. 179–27","17th century","","repo-paris-bibl-de-l-institut-de-france","Paris, Bibl. de l'Institut de France","","","","","Copied from A.",""
