"id","label","openatlasClass","systemClass","type","url","description"
"ref-ms-ocf-xxi-a-bib-2","Bonne, 'The Manuscript of the Ordo of 1250'","E31 Document","reference","bibliography","","Bibliographic reference for Paris, BnF, MS lat. 1246."
"ref-ms-ocf-xxi-a-bib-1","Branner, Manuscript Painting in Paris, 13–4, 69, 87–1","E31 Document","reference","bibliography","","Bibliographic reference for Paris, BnF, MS lat. 1246."
