"id","siglum","shelfmark","repositoryPlaceId","currentRepository","lat","lon","date","folios","group","origin","witnessType","sourceLabel","digitalUrl","iiifUrl","description","bibliography","openatlasClass","systemClass"
"ms-hre-vi-src","SRC","Freising, source tradition anchor","place-freising-source-tradition-anchor","Freising, source tradition anchor","48.4029","11.748","ca. 1030","","reference","Freising ecclesiastical context","reference","","","","Geographic anchor inferred from HRE source dateline place: Freising.","Reinhard Elze (ed.), Ordines Coronationis Imperialis (1960).","E22 Human-Made Object","artifact"
"ms-hre-vi-a","A","Munich, BSB, Clm 6425","repo-munich-bsb","Bayerische Staatsbibliothek, Munich (prov. Freising Cathedral Library)","48.1486","11.5802","2nd quarter 11th century","","manuscript","Freising","primary","","https://www.digitale-sammlungen.de/en/view/bsb00060090","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00060090/manifest","Pontificale Egilberti episcopi Frisingensis; defining witness of HRE-VI.","Reinhard Elze (ed.), Ordines Coronationis Imperialis (1960).","E22 Human-Made Object","artifact"
