"id","manuscriptId","fromPlaceId","toPlaceId","start","end","certainty","description"
"move-ms-hre-vi-src","ms-hre-vi-src","place-freising-context","place-freising-source-tradition-anchor","ca. 1030","ca. 1030","derived","Research context line for SRC: Freising ecclesiastical context -> Freising, source tradition anchor."
"move-ms-hre-vi-a","ms-hre-vi-a","place-freising-context","repo-munich-bsb","2nd quarter 11th century","2nd quarter 11th century","probable","Research context line for A: Freising ecclesiastical context -> Bayerische Staatsbibliothek, Munich (prov. Freising Cathedral Library)."
