"id","siglum","label","openatlasClass","systemClass","type","witnessType","shelfmark","folios","date","origin","currentRepositoryId","currentRepository","copiedFrom","digitalUrl","iiifUrl","sourceLabel","description","bibliography"
"ms-ocf-xiii-a","A","A — Sens, Bibl. mun., MS 12","E22 Human-Made Object","artifact","manuscript_witness","primary","Sens, Bibl. mun., MS 12","fols. 85r-97v","Late 9th / early 10th century","Sens","repo-sens-bibl-mun","Sens, Bibl. mun.","","https://portail.biblissima.fr/ark:/43093/mdatadc2cbd74fe6e0d00a5430d37b6b01237878978e0","","Biblissima (manuscript record)","Pontifical of Sens. Contains both Ordo XIIIA (fols. 85r-94v) and XIIIB (fols. 97r-v).","de Meyier, Codices Vossiani Latini, Pars II, 38-39"
"ms-ocf-xiii-b","B","B — Leningrad [St. Petersburg], Public Library, MS lat. Q.v.I, no. 35","E22 Human-Made Object","artifact","manuscript_witness","primary","Leningrad [St. Petersburg], Public Library, MS lat. Q.v.I, no. 35","fols. 65r-73v","10th century","Copied from A","repo-leningrad-st-petersburg-public-library","Leningrad [St. Petersburg], Public Library","A","https://primo.nlr.ru/primo-explore/search?query=any,contains,lat.%20Q.v.I,%20no.%2035&tab=default_tab&search_scope=default_scope&sortby=rank&vid=07NLR_VU1&lang=en_US&mode=basic","","National Library of Russia (Primo catalog search)","Contains Ordo XIIIB inserted between nos. 14 and 15 of XIIIA.",""
"ms-ocf-xiii-c","C","C — Sens, Tr?sor de la Cath?drale, unnumbered","E22 Human-Made Object","artifact","manuscript_witness","primary","Sens, Tr?sor de la Cath?drale, unnumbered","-","Late 9th / early 10th century?","","repo-sens-tr-sor-de-la-cath-drale","Sens, Tr?sor de la Cath?drale","","https://arca.irht.cnrs.fr/repository/97","","ARCA / IRHT (repository record)","Only 5 texts from the battlefield benedictions (published by Erdmann).",""
