"subject","predicate","object","certainty","source"
"ms-ocf-xiii-a","witnesses","OCF-XIII","certain","OCF-XIII witness list"
"ms-ocf-xiii-a","currently_kept_at","repo-sens-bibl-mun","certain","shelfmark/repository metadata"
"event-ms-ocf-xiii-a-origin-sens","occurred_at","place-sens","probable","origin field"
"ms-ocf-xiii-a","has_origin_or_context_place","place-sens","probable","origin field"
"ms-ocf-xiii-b","witnesses","OCF-XIII","certain","OCF-XIII witness list"
"ms-ocf-xiii-b","currently_kept_at","repo-leningrad-st-petersburg-public-library","certain","shelfmark/repository metadata"
"ms-ocf-xiii-c","witnesses","OCF-XIII","certain","OCF-XIII witness list"
"ms-ocf-xiii-c","currently_kept_at","repo-sens-tr-sor-de-la-cath-drale","certain","shelfmark/repository metadata"
"ms-ocf-xiii-b","copied_from","ms-ocf-xiii-a","probable","witness note"
