"id","label","lat","lon","type","openatlasClass","description"
"place-rome-curia-context","Rome / Papal Curia context","41.9029","12.4534","origin_context","E53 Place",""
"repo-vatican-bav","Vatican City, Biblioteca Apostolica Vaticana","41.904","12.4545","repository_place","E53 Place",""
