"id","manuscriptId","fromPlaceId","toPlaceId","start","end","certainty","description"
"move-ms-hre-xxv-xxvi-src","ms-hre-xxv-xxvi-src","place-rome-curia-context","repo-vatican-bav","1488/1520","1488/1520","derived","Research context line for SRC: Rome / Papal Curia context -> Rome (Curia / Vatican), source tradition anchor."
