"id","label","type","placeId","start","end","description","openatlasClass"
"event-ecr-ii-record-context","ECR-II English coronation record context","coronation_or_ritual_record","place-westminster-abbey","S.d.","S.d.","This coronation order is the oldest known service for the coronation of an English King. A similar service is found in the manuscript pontifical (Paris, National Library, fonds latin 10,575, fo. 130^) which is said to be a copy of the pontifical of Egbert, Archbishop of York from 732 to 766. The Rouen manuscript, from which the document printed below has been taken, contains a far better text than the pontifical of Egbert. This latter, for example, refers the reader for Deus qui populis to a blessing over a newly consecrated bishop, of which the text is totally different from that for the consecration of a King. The chief differences between the two have been noted: and the pontifical of Egbert appears designated by the symbol Eg. The blessings in the Leofric Missal (Bodl. MS. 579 fo. 302^) have also been collated and appear in the notes under the sign Leo. The chief difference between the service in the Leofric Missal and that in the other two manuscripts, is the omission of the Mass, so that it gives only the special blessings or sacring proper, which in Egbert's Pontifical and in the Rouen manuscript, are interpolated between the missa catechumenorum and the missa fidelium: and also the absence of rubrics and of the prayer Deus qui populis. The Rouen manuscript contains on fo. 39^ and on fo. 56 and 56^ a service for the consecration of a Queen consort. It can never have been in such a position as to follow immediately on the order for the consecration of the King, and its separation from the latter lends colour to the theory put forward by Mr. H. A. Wilson {The Journal of Theological Studies, July, 1901, p. 482) that the service for the consecration of a Queen formed no part of the first recension. The variations from the service in the second recension (Doc. iii.) consist in the omission of the rubric at the beginning from Quam consecratio to decernimus, and the addition of words before the word Oratio which precedes the prayer Omnium Domine fons. Consequently it has not been thought worth while to print this service here. The manuscript from which the text is taken dates from the ninth or the tenth century. The place of its origin is much discussed: it passed later into the hands of the Bishop of Alet in Brittany, hence it is known as the Pontificale Lanaleiense. But the presence of Anglo-Saxon glosses, and the manner of spelling English names give considerable support to the theory that it is of English origin; while the honour of an episcopal benediction assigned to St. Cuthbert's day (fo. 137^) and the prominence given to Egbert, Archbishop of York, may possibly be held to indicate that it comes from the north of England.","E5 Event"
"event-ms-ecr-ii-a-source","A source/witness context","copying_or_transmission","repo-rouen-bm","10th century","10th century","Benedictional/Pontifical of Winchester (dit B�n�dictionnaire de Robert). Best text of the oldest English coronation service.","E5 Event"
"event-ms-ecr-ii-b-source","B source/witness context","copying_or_transmission","repo-paris-bnf","10th-11th century","10th-11th century","Pontifical of Egbert (so-called). Copy of the pontifical of Egbert, Archbishop of York (732-766).","E5 Event"
