"id","siglum","displaySiglum","label","openatlasClass","systemClass","type","witnessType","shelfmark","folios","date","origin","currentRepositoryId","currentRepository","copiedFrom","digitalUrl","iiifUrl","sourceLabel","description","bibliography"
"ms-ocf-xxv-a","A","A","A — London, British Library, MS Arundel 149","E22 Human-Made Object","artifact","manuscript_witness","secondary","London, British Library, MS Arundel 149","fol. 23r","Late 15th century","","repo-london-british-library","London, British Library","","","","","Latin extracts only (nos. 23–0, 83–4).",""
"ms-ocf-xxv-b","B","B","B — Paris, BnF, MS nouv. acq. fr. 7232","E22 Human-Made Object","artifact","manuscript_witness","primary","Paris, BnF, MS nouv. acq. fr. 7232","fols. 47r–9v","17th century, first half","From Brienne collection","repo-paris-bnf","Paris, BnF","","","","","Base text. Better preserves older spellings than C.",""
"ms-ocf-xxv-c","C","C","C — Paris, Bibl. de l'Institut de France, MS Godefroy 381","E22 Human-Made Object","artifact","manuscript_witness","primary","Paris, Bibl. de l'Institut de France, MS Godefroy 381","pp. 53–47B","17th century, first half","","repo-paris-bibl-de-l-institut-de-france","Paris, Bibl. de l'Institut de France","","","","","Copied for the Godefroys' Cérémonial françois (1648). Corrected, possibly collated with B or lost MS 1.",""
"ms-ocf-xxv-d","D","D","D — Paris, Bibl. de l'Arsenal, MS 4227","E22 Human-Made Object","artifact","manuscript_witness","copy","Paris, Bibl. de l'Arsenal, MS 4227","fols. 39r–4v","17th century","","repo-paris-bibl-de-l-arsenal","Paris, Bibl. de l'Arsenal","","","","","Copied indirectly from B.",""
