"id","siglum","shelfmark","repositoryPlaceId","currentRepository","lat","lon","date","folios","group","origin","witnessType","sourceLabel","digitalUrl","iiifUrl","description","bibliography","openatlasClass","systemClass"
"ms-hre-xxviia-src","SRC","Bologna, source tradition anchor","place-bologna-context","Bologna, source tradition anchor","44.4949","11.3426","1530","","reference","Bologna context","reference","","","","Geographic anchor inferred from HRE source dateline place: Bologna.","Reinhard Elze (ed.), Ordines Coronationis Imperialis (1960).","E22 Human-Made Object","artifact"
