"id","siglum","shelfmark","repositoryPlaceId","currentRepository","lat","lon","date","folios","group","origin","witnessType","sourceLabel","digitalUrl","iiifUrl","description","bibliography","openatlasClass","systemClass"
"ms-hre-ix-src","SRC","Arras, source tradition anchor","place-arras-source-tradition-anchor","Arras, source tradition anchor","50.291","2.7775","11th century","","reference","Arras / Saint-Vaast context","reference","","","","Geographic anchor inferred from HRE source dateline place: Arras?.","Reinhard Elze (ed.), Ordines Coronationis Imperialis (1960).","E22 Human-Made Object","artifact"
"ms-hre-ix-a","A","Cologne, Dombibliothek, Cod. 141","repo-cologne-dombibliothek","Erzbischöfliche Diözesan- und Dombibliothek, Cologne","50.9413","6.9583","mid-11th century","","manuscript","Arras, Benediktinerkloster Saint-Vaast","primary","","https://digital.dombibliothek-koeln.de/hs/content/titleinfo/176753","","Pontificale Cameracense; principal witness for the Ordo of Arras (HRE-IX).","Reinhard Elze (ed.), Ordines Coronationis Imperialis (1960).","E22 Human-Made Object","artifact"
