"id","label","openatlasClass","systemClass","type","url","description"
"ref-elze-1960","Reinhard Elze, Ordines Coronationis Imperialis (1960)","E31 Document","reference","edition","https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb00000664-8",""
"ref-ms-hre-ix-a-digital","Digital source: Cologne, Dombibliothek, Cod. 141","E31 Document","reference","digital_facsimile","https://digital.dombibliothek-koeln.de/hs/content/titleinfo/176753",""
