"id","label","openatlasClass","systemClass","type","url","description"
"ref-ms-ocf-xiv-f-digital","Biblioteca Nacional de Portugal: Lisbon, Bibl. Nac., MS Alcobacen 162","E31 Document","reference","digital_facsimile","https://purl.pt/28815","Digital source for Lisbon, Bibl. Nac., MS Alcobacen 162."
"ref-ms-ocf-xiv-a-bib-1","de Meyier, Codices Vossiani Latini, Pars II, 38-39","E31 Document","reference","bibliography","","Bibliographic reference for Leiden, Rijksuniversiteit Bibl., MS Vossianus lat. Q. 13."
"ref-ms-ocf-xiv-d-digital","DigiVatLib / Biblioteca Apostolica Vaticana: Vatican City, BAV, MS Barb. lat. 631","E31 Document","reference","digital_facsimile","https://digi.vatlib.it/view/MSS_Barb.lat.631","Digital source for Vatican City, BAV, MS Barb. lat. 631."
"ref-ms-ocf-xiv-c-digital","DigiVatLib / Biblioteca Apostolica Vaticana: Vatican City, BAV, MS lat. 13151","E31 Document","reference","digital_facsimile","https://digi.vatlib.it/view/MSS_Vat.lat.13151","Digital source for Vatican City, BAV, MS lat. 13151."
"ref-ms-ocf-xiv-e-digital","KBR OPAC (search): Brussels, Bibl. roy. Albert Ier, MS 2067-73","E31 Document","reference","digital_facsimile","https://opac.kbr.be/search.aspx?SC=KBR_UNIFIED&QUERY=%22ms.%202067-73%22","Digital source for Brussels, Bibl. roy. Albert Ier, MS 2067-73."
"ref-ms-ocf-xiv-a-digital","Leiden Digital Collections: Leiden, Rijksuniversiteit Bibl., MS Vossianus lat. Q. 13","E31 Document","reference","digital_facsimile","https://digitalcollections.universiteitleiden.nl/view/item/4243440#page/23/mode/1up","Digital source for Leiden, Rijksuniversiteit Bibl., MS Vossianus lat. Q. 13."
"ref-ms-ocf-xiv-b-digital","Usuarium (manuscript record): Milan, Biblioteca del Capitolo Metropolitano, MS D 1-11","E31 Document","reference","digital_facsimile","https://usuarium.elte.hu/book/6027/view","Digital source for Milan, Biblioteca del Capitolo Metropolitano, MS D 1-11."
