"id","siglum","label","openatlasClass","systemClass","type","witnessType","shelfmark","folios","date","origin","currentRepositoryId","currentRepository","copiedFrom","digitalUrl","iiifUrl","sourceLabel","description","bibliography"
"ms-ocf-xiv-a","A","A — Leiden, Rijksuniversiteit Bibl., MS Vossianus lat. Q. 13","E22 Human-Made Object","artifact","manuscript_witness","primary","Leiden, Rijksuniversiteit Bibl., MS Vossianus lat. Q. 13","fols. 28v-30r","ca. 1000","Province of Sens?","repo-leiden-rijksuniversiteit-bibl","Leiden, Rijksuniversiteit Bibl.","","https://digitalcollections.universiteitleiden.nl/view/item/4243440#page/23/mode/1up","","Leiden Digital Collections","Fragment from a pontifical. King's ordo only.","de Meyier, Codices Vossiani Latini, Pars II, 38-39"
"ms-ocf-xiv-b","B","B — Milan, Biblioteca del Capitolo Metropolitano, MS D 1-11","E22 Human-Made Object","artifact","manuscript_witness","primary","Milan, Biblioteca del Capitolo Metropolitano, MS D 1-11","fols. 103r-127v","11th century","Milan","repo-milan-biblioteca-del-capitolo-metropolitano","Milan, Biblioteca del Capitolo Metropolitano","","https://usuarium.elte.hu/book/6027/view","","Usuarium (manuscript record)","Pontifical of Milan. Lombard ordo; all formulas except end of no. 11 and nos. 12-13 (lost folios).",""
"ms-ocf-xiv-c","C","C — Vatican City, BAV, MS lat. 13151","E22 Human-Made Object","artifact","manuscript_witness","primary","Vatican City, BAV, MS lat. 13151","fols. 52r-59v","11th century","Milan","repo-vatican-city-bav","Vatican City, BAV","","https://digi.vatlib.it/view/MSS_Vat.lat.13151","","DigiVatLib / Biblioteca Apostolica Vaticana","All eleven formulas. Complete.",""
"ms-ocf-xiv-d","D","D — Vatican City, BAV, MS Barb. lat. 631","E22 Human-Made Object","artifact","manuscript_witness","primary","Vatican City, BAV, MS Barb. lat. 631","fols. 155v-166r","Second half of 11th century","Monte Cassino","repo-vatican-city-bav","Vatican City, BAV","","https://digi.vatlib.it/view/MSS_Barb.lat.631","","DigiVatLib / Biblioteca Apostolica Vaticana","All except nos. 1-2.",""
"ms-ocf-xiv-e","E","E — Brussels, Bibl. roy. Albert Ier, MS 2067-73","E22 Human-Made Object","artifact","manuscript_witness","secondary","Brussels, Bibl. roy. Albert Ier, MS 2067-73","fols. 109v-110v","13th century","","repo-brussels-bibl-roy-albert-ier","Brussels, Bibl. roy. Albert Ier","","https://opac.kbr.be/search.aspx?SC=KBR_UNIFIED&QUERY=%22ms.%202067-73%22","","KBR OPAC (search)","Extracts from a pontifical.",""
"ms-ocf-xiv-f","F","F — Lisbon, Bibl. Nac., MS Alcobacen 162","E22 Human-Made Object","artifact","manuscript_witness","secondary","Lisbon, Bibl. Nac., MS Alcobacen 162","fols. 67v-69r","13th century","Archbishopric of Braga","repo-lisbon-bibl-nac","Lisbon, Bibl. Nac.","","https://purl.pt/28815","","Biblioteca Nacional de Portugal","Pontifical; first five formulas identical to MS A.",""
