"id","manuscriptId","fromPlaceId","toPlaceId","start","end","certainty","description"
"move-ms-ecr-xiii-a","ms-ecr-xiii-a","place-westminster-abbey","repo-london-british-library","Late 14th century (ca. 1382-1399)","Late 14th century (ca. 1382-1399)","derived","Research context line for A: Westminster Abbey -> London, Westminster Abbey."
