"id","label","type","placeId","start","end","description","openatlasClass"
"event-ecr-xiii-record-context","ECR-XIII English coronation record context","documentary_record","place-westminster-abbey","S.d.","S.d.","Entry imported from Leopold G. Wickham Legg (ed.), English Coronation Records (1901), Document XIII.","E5 Event"
"event-ms-ecr-xiii-a-source","A source/witness context","copying_or_transmission","repo-london-british-library","Late 14th century (ca. 1382-1399)","Late 14th century (ca. 1382-1399)","The Liber Regalis. Fourth recension of the medieval coronation service. The most important English coronation manuscript. Original MS on display at Westminster Abbey (Queen's Diamond Jubilee Galleries). Text available via EEBO (17th-century printed edition). Full local IIIF facsimile generated from the Liber Regalis PDF and served through Cantaloupe. Full local IIIF facsimile generated from the Liber Regalis PDF and served through Cantaloupe.","E5 Event"
