"id","siglum","shelfmark","repositoryPlaceId","currentRepository","lat","lon","date","folios","group","origin","witnessType","sourceLabel","digitalUrl","iiifUrl","iiif_url","iiif_manifest_url","embedded_viewer_url","description","bibliography","openatlasClass","systemClass"
"ms-ecr-xiii-a","A","London, Westminster Abbey, MS 38","repo-london-british-library","London, Westminster Abbey","51.4994","-0.1276","Late 14th century (ca. 1382-1399)","Liber Regalis facsimile, PDF pp. 1-48","primary","","primary","Local PDF facsimile","/非常重要！Liber Regalis.pdf","/iiif/ECR-XIII-LIBER-REGALIS/manifest.json","/iiif/ECR-XIII-LIBER-REGALIS/manifest.json","/iiif/ECR-XIII-LIBER-REGALIS/manifest.json","/iiif/viewer.html?manifest=ECR-XIII-LIBER-REGALIS","The Liber Regalis. Fourth recension of the medieval coronation service. The most important English coronation manuscript. Original MS on display at Westminster Abbey (Queen's Diamond Jubilee Galleries). Text available via EEBO (17th-century printed edition). Full local IIIF facsimile generated from the Liber Regalis PDF and served through Cantaloupe. Full local IIIF facsimile generated from the Liber Regalis PDF and served through Cantaloupe.","Leopold G. Wickham Legg (ed.), English Coronation Records (Westminster: Archibald Constable, 1901).","E22 Human-Made Object","artifact"
