"subject","predicate","object","certainty","source"
"HRE-XXVII","belongs_to_tradition","tradition-hre","certain","HRE XI-XXVIIA pilot"
"HRE-XXVII","edited_by","actor-reinhard-elze","certain","HRE XI-XXVIIA pilot"
"HRE-XXVII","has_reference","ref-elze-1960","certain","HRE XI-XXVIIA pilot"
"HRE-XXVII","preserved_in","ms-hre-xxvii-src","certain","HRE XI-XXVIIA pilot"
"ms-hre-xxvii-src","has_event","event-ms-hre-xxvii-src-context","certain","HRE XI-XXVIIA pilot"
"ms-hre-xxvii-src","located_at","place-bologna-context","certain","HRE XI-XXVIIA pilot"
"ms-hre-xxvii-src","has_reference","ref-elze-1960","certain","HRE XI-XXVIIA pilot"
"ms-hre-xxvii-src","associated_with","actor-hre-imperial-tradition","probable","HRE XI-XXVIIA pilot"
"ms-hre-xxvii-src","associated_with","actor-bologna-context","derived","HRE XI-XXVIIA pilot"
