"id","label","openatlasClass","systemClass","type","manuscriptId","placeId","start","end","description","certainty"
"event-ms-ocf-xii-a-current-repository","A kept at Angers, Bibl. mun.","E7 Activity","activity","current_repository","ms-ocf-xii-a","repo-angers-bibl-mun","","","Angers, Bibl. mun., MS 80 is currently kept at Angers, Bibl. mun..","certain"
"event-ms-ocf-xii-a-origin-tours","A origin/context: Tours","E12 Production","production","copying_or_origin","ms-ocf-xii-a","place-tours","Second half or end of 9th century","Second half or end of 9th century","Angers, Bibl. mun., MS 80: origin/context recorded as ""Poitiers or Tours"".","probable"
"event-ms-ocf-xii-a-origin-poitiers","A origin/context: Poitiers","E12 Production","production","copying_or_origin","ms-ocf-xii-a","place-poitiers","Second half or end of 9th century","Second half or end of 9th century","Angers, Bibl. mun., MS 80: origin/context recorded as ""Poitiers or Tours"".","possible"
"event-ms-ocf-xii-b-current-repository","B kept at Paris, BnF","E7 Activity","activity","current_repository","ms-ocf-xii-b","repo-paris-bnf","","","Paris, BnF, MS lat. 9430 is currently kept at Paris, BnF.","certain"
"event-ms-ocf-xii-b-origin-tours","B origin/context: Tours","E12 Production","production","copying_or_origin","ms-ocf-xii-b","place-tours","ca. 900","ca. 900","Paris, BnF, MS lat. 9430: origin/context recorded as ""Tours"".","probable"
