"id","label","lat","lon","type","openatlasClass","description"
"place-westminster-abbey","Westminster Abbey","51.4993","-0.1273","ritual_place","E53 Place","Principal English coronation church."
"place-tower-of-london","Tower of London","51.5081","-0.0759","ritual_place","E53 Place","Processional and regalia context."
"repo-london-british-library","London, British Library","51.5299","-0.1275","repository_place","E53 Place",""
