"id","label","type","placeId","start","end","description","openatlasClass"
"event-ecr-xxiii-record-context","ECR-XXIII English coronation record context","documentary_record","place-westminster-abbey","S.d.","S.d.","The coronation of Charles I. took place on Candlemas Day, February 2, 1626, but the Queen did not take any part in the ceremony. The service is nearly the same as that for James I., which was a version of Liber regalis, but the almost superstitious exorcism of the ring was omitted, both at this coronation and at Charles II.'s. The names of the officers who are mentioned in the rubrics as carrying the ornaments are not those of the officers who actually carried the regalia, but merely those of the hereditary officers who performed these services when the Liber regalis was drawn up. The manuscript here edited (Harl. 5,222) has the service for the Queen as well as that for the King. The copy which it is beUeved that the King held in his hand, now at St. John's College, Cambridge, does not contain it, nor does it contain the prayer God, the unspeakable author of the world, which, it appears, was not said. There seems to have been some tradition prejudicial to the use of this prayer. A statement was made by Thomas Fuller (Church History of Britain, London, 1655 [p. 124 of tenth book] Book xi. Cent. xvii. 搂 34) to the effect that "" a passage not in fashion since the reign of King Henry the sixt, was used in a prayer at this time. Obtineat gratiam huic populo sicut Aaron in Tabernaculo, Elizeus in Fluvio, Zacharias in Templo, sit Petrus in Clave, Paulus in Dogmate, Let him obtain favor for this people like Aaron in the Tabernacle, Elisha in the Waters, Zacharias in the Temple, give him Peter's Key of Discipline, PauPs Doctrine ""; and the statement was repeated by Peter Heylin (A short view of the Life and Reign of King Charles, London, 1658, p. 26, and Cyprianus Anglicus, p. 142). Bancroft (Chr. Wordsworth, 2%芦 Coronation of King Charles I., Henry Bradshaw Society, 1892, p. 87) says, in quoting Heylin's Cyprianus Anglicus, that the clause was added to Deus ineffabilis after having been omitted since Henry VL's time. But as Bancroft says lower, "" 'tis not in Ch. I.'s Coronation Office.... Nor can I find it in any other."" It certainly does not occur anywhere in Liber regalis, but it is to be found in the coronation of the Emperor (Muratori, Liturgia Romana Vetus, Venetiis, 1748, t. ii. col. 461). Bancroft also successfully rebuts the charge against Laud, that he altered the words of Sta et retine, which, as a fact, remained the same as they had ever been. The form for blessing the oil, used by Laud on the morning of the coronation, is copied from Bodl. Ashm. 863, and may be compared with the more expanded form used by Dr. Bancroft at the coronation of James II. (Doc. xxvi.) The Latin phrases which appear in the rubrics are taken from Liber regalis. The words printed in Clarendon type are written in a hand imitating printing. Of the actual ceremony two details have come down to us. First, that Charles did not wear the outer shirt of red silk, but only the shirt of white silk under his parliament robes; and secondly, that the sermon was preached from the text, "" Be thou faithful unto death, and I will give thee a crown of life,"" both of which incidents were remembered afterwards as omens of the misfortunes that came upon the King. ""45","E5 Event"
"event-ms-ecr-xxiii-src-source","SRC source/witness context","source_reference","repo-london-british-library","medieval to early modern","medieval to early modern","Geographic anchor added to enable map display for ECR entries lacking explicit repository geodata.","E5 Event"
