"id","label","openatlasClass","systemClass","type","url","description"
"ref-ms-ocf-vii-d-digital","Bibliotheque numerique de Saint-Omer: Saint-Omer, Bibliotheque d'agglomeration, MS 706","E31 Document","reference","digital_facsimile","https://bibliotheque-numerique.bibliotheque-agglo-stomer.fr/idurl/1/18437","Digital source for Saint-Omer, Bibliotheque d'agglomeration, MS 706."
"ref-ms-ocf-vii-g-digital","Biblissima (record): Paris, BnF, MS lat. 12710","E31 Document","reference","digital_facsimile","https://portail.biblissima.fr/fr/ark:/43093/mdata75c7eb095157f9ab6facc06ec59301f66e9aa552","Digital source for Paris, BnF, MS lat. 12710."
"ref-ms-ocf-vii-f-digital","Biblissima (record): Paris, BnF, MS lat. 12711","E31 Document","reference","digital_facsimile","https://portail.biblissima.fr/fr/ark:/43093/mdata0d57bc4f5ef1f3c14be2116e03a773efcbacc8bc","Digital source for Paris, BnF, MS lat. 12711."
"ref-ms-ocf-vii-b-digital","Capitularia (manuscript record): Rome, Biblioteca Vallicelliana, MS C 16","E31 Document","reference","digital_facsimile","https://capitularia.uni-koeln.de/en/manuscripts/manuscript/rom-bibl-vallicelliana-c16","Digital source for Rome, Biblioteca Vallicelliana, MS C 16."
"ref-ms-ocf-vii-a-digital","DigiVatLib / Biblioteca Apostolica Vaticana: Vatican City, BAV, MS Reg. lat. 291","E31 Document","reference","digital_facsimile","https://digi.vatlib.it/view/MSS_Reg.lat.291","Digital source for Vatican City, BAV, MS Reg. lat. 291."
"ref-ms-ocf-vii-c-digital","DigiVatLib / Biblioteca Apostolica Vaticana: Vatican City, BAV, MS Vat. lat. 4982","E31 Document","reference","digital_facsimile","https://digi.vatlib.it/view/MSS_Vat.lat.4982","Digital source for Vatican City, BAV, MS Vat. lat. 4982."
"ref-ms-ocf-vii-e-digital","KBR OPAC (catalog record): Brussels, Bibliotheque royale, MS 6439-6451","E31 Document","reference","digital_facsimile","https://opac.kbr.be/LIBRARY/doc/SYRACUSE/17937993","Digital source for Brussels, Bibliotheque royale, MS 6439-6451."
"ref-sirmond-1623","Sirmond 1623 edition","E31 Document","reference","edition","","Early modern edition linked to the lost Saint-Laurent witness."
