"subject","predicate","object","certainty","source"
"HRE-III","preserved_in","ms-hre-iii-src","certain","HRE II-X pilot"
"ms-hre-iii-src","has_event","event-ms-hre-iii-src-transmission","certain","HRE II-X pilot"
"ms-hre-iii-src","located_at","place-reims-source-tradition-anchor","certain","HRE II-X pilot"
"ms-hre-iii-src","has_reference","ref-elze-1960","certain","HRE II-X pilot"
"ms-hre-iii-src","associated_with","actor-hre-imperial-tradition","probable","HRE II-X pilot"
"ms-hre-iii-src","associated_with","actor-reims-textual-context-anchor","derived","HRE II-X pilot"
"HRE-III","belongs_to_tradition","tradition-hre","certain","HRE II-X pilot"
"HRE-III","edited_by","actor-reinhard-elze","certain","HRE II-X pilot"
"HRE-III","has_reference","ref-elze-1960","certain","HRE II-X pilot"
