"id","manuscriptId","fromPlaceId","toPlaceId","start","end","certainty","description"
"move-ms-hre-iii-src","ms-hre-iii-src","place-reims-context","place-reims-source-tradition-anchor","ca. 900","ca. 900","derived","Research context line for SRC: Reims textual-context anchor -> Reims, source tradition anchor."
