"id","label","type","placeId","start","end","description","openatlasClass"
"event-ecr-xii-record-context","ECR-XII English coronation record context","documentary_record","place-westminster-abbey","S.d.","S.d.","In this inventory of the regalia made November 28, 1356, by William de Edington, Bishop of Winchester, late Treasurer, it is easy to identify most of the items. The two rochets of white silk are probably two colobia sindonis: and the two tunicles mentioned at the beginning are probably the tunicle and dalmatic which the King wore at the coronation. The four crowns may be the crowns of St. Edward and St. Edith, with the Imperial crowns for the King and Queen, worn when they leave the church. The mention of the stole in this inventory is the earliest notice of such a vestment in the inventories of the regalia^ as it is not mentioned among the vestments of Henry III.","E5 Event"
"event-ms-ecr-xii-src-source","SRC source/witness context","source_reference","repo-london-british-library","medieval to early modern","medieval to early modern","Geographic anchor added to enable map display for ECR entries lacking explicit repository geodata.","E5 Event"
