"id","label","openatlasClass","systemClass","type","url","description"
"ref-ms-ocf-xviia-a-bib-1","Les manuscrits de la reine de Suede (1964), no. 1807","E31 Document","reference","bibliography","","Bibliographic reference for Vatican City, BAV, MS Ottoboniani lat. 811."
"ref-ms-ocf-xviia-a-bib-2","Pellegrin et al., Manuscrits classiques latins, 1:447-49","E31 Document","reference","bibliography","","Bibliographic reference for Vatican City, BAV, MS Ottoboniani lat. 811."
