"id","manuscriptId","fromPlaceId","toPlaceId","start","end","certainty","description"
"move-ms-hre-xix-src","ms-hre-xix-src","place-rome-curia-context","repo-vatican-bav","mid 13th century","mid 13th century","derived","Research context line for SRC: Rome / Papal Curia context -> Rome (Curia / Vatican), source tradition anchor."
