"id","label","type","placeId","start","end","description","openatlasClass"
"event-ecr-x-record-context","ECR-X English coronation record context","coronation_or_ritual_record","place-westminster-abbey","S.d.","S.d.","It is well known that considerable prominence was given by Henry IV. to the legend of the delivery of the holy oil to Thomas Becket by St. Mary, but it has not been so well known that the legend goes back into the middle of the reign of Edward II. This letter of John XXII. relates the circumstances under which the oil was given to Thomas Becket, and if it be compared with the account written in the fifteenth century, and purporting to h3.ve been written by Thomas Becket, it will be seen that the legend has changed very little in the course of the century, though through the falsification of the prophecy that the fifth King after Henry II. would conquer the world, the later accounts place the finding of the oil in the reign of Edward III. The letter was written in 1318. The statement that the royal unction in anima quicquam non imprimit may be compared with what Grosseteste says on the same subject (see above. Doc. ix.). It is believed that this letter has not been printed before. The punctuation here given is modern. The Duchess of Brabant (p. 71) is Margaret, second daughter of Edward I., wife of John II. of Brabant; and the Countess of Luxemburg is Margaret, wife of the Emperor Henry VII. and daughter of John I. of Brabant.","E5 Event"
"event-ms-ecr-x-src-source","SRC source/witness context","source_reference","repo-london-british-library","medieval to early modern","medieval to early modern","Geographic anchor added to enable map display for ECR entries lacking explicit repository geodata.","E5 Event"
