"id","label","openatlasClass","systemClass","type","url","description"
"ref-ms-ocf-iii-a-bib-1","Andrieu, Ordines Romani, 1: 232–8","E31 Document","reference","bibliography","","Bibliographic reference for Munich, Bayerische Staatsbibl., MS Clm. 14510."
"ref-ms-ocf-iii-a-digital","Biblissima IIIF Collections (BSB Clm 14510): Munich, Bayerische Staatsbibl., MS Clm. 14510","E31 Document","reference","digital_facsimile","https://iiif.biblissima.fr/collections/manifest/0c361a44643a083fcc0a7382c79e9d9a951394f9","Digital source for Munich, Bayerische Staatsbibl., MS Clm. 14510."
