"id","label","openatlasClass","systemClass","type","lat","lon","certainty","note"
"repo-munich-bayerische-staatsbibl","Munich, Bayerische Staatsbibl.","E53 Place","place","repository_place","48.1497","11.5786","certain","Current repository inferred from shelfmark: Munich, Bayerische Staatsbibl., MS Clm. 14510"
"place-sankt-emmeram-regensburg","Sankt Emmeram, Regensburg","E53 Place","place","scriptorium_or_origin_place","49.014","12.095","probable","Origin/context place parsed from ""Sankt Emmeram""."
