"id","siglum","label","openatlasClass","systemClass","type","witnessType","shelfmark","folios","date","origin","currentRepositoryId","currentRepository","copiedFrom","digitalUrl","iiifUrl","sourceLabel","description","bibliography"
"ms-ocf-xix-a","A","A — Reims, Bibl. mun., MS 343","E22 Human-Made Object","artifact","manuscript_witness","primary","Reims, Bibl. mun., MS 343","fols. 126r–49r","Early 13th century","Reims Cathedral chapter library","repo-reims-bibl-mun","Reims, Bibl. mun.","","","","","Formerly shelf mark Lit. A, ord. 3, N. 45 in cathedral chapter library.","Leroquais, Pontificaux, 2: 282–5, no. 186"
"ms-ocf-xix-b","B","B — Besançon, Bibl. mun., MS 138","E22 Human-Made Object","artifact","manuscript_witness","primary","Besançon, Bibl. mun., MS 138","fols. 190v–14v","Mid-13th century","Beauvais","repo-besanc-on-bibl-mun","Besançon, Bibl. mun.","","","","","Pontifical of Beauvais. Copied from A.","Leroquais, Pontificaux, 1: 80–6, no. 27"
