"id","siglum","label","openatlasClass","systemClass","type","witnessType","shelfmark","folios","date","origin","currentRepositoryId","currentRepository","copiedFrom","digitalUrl","iiifUrl","sourceLabel","description","bibliography"
"ms-ocf-i-a","A","A — Paris, BnF, MS lat. 12048","E22 Human-Made Object","artifact","manuscript_witness","primary","Paris, BnF, MS lat. 12048","fols. 165r-166r","Late 8th century","Gellone?","repo-paris-bnf","Paris, BnF","","https://gallica.bnf.fr/ark:/12148/btv1b60000317/f339.item","","Gallica / BnF","Digital witness for OCF-I: fols. 165r-166r (Gallica).","Delisle, 'Mémoire,' 80–1; Deshusses (ed. b), vii–xxxiv"
"ms-ocf-i-b","B","B — Paris, BnF, MS lat. 12049","E22 Human-Made Object","artifact","manuscript_witness","copy","Paris, BnF, MS lat. 12049","p. 401","1677","Copy of A by Luc d'Achery","repo-paris-bnf","Paris, BnF","A","","","","Secondary witness preserving a parallel text version (pp. 401-404 in this codex).",""
