"id","label","openatlasClass","systemClass","type","url","description"
"ref-gallica-ms-lat-12048-f339","Gallica: Paris, BnF, MS lat. 12048, f. 339","E31 Document","reference","digital_facsimile","https://gallica.bnf.fr/ark:/12148/btv1b60000317/f339.item","Digital image source for the OCF-I royal texts in the Sacramentary of Gellone."
"ref-delisle-memoire","Delisle, 'Mémoire,' 80-1","E31 Document","reference","bibliography","","Bibliographic reference cited for OCF-I witness A."
"ref-deshusses-gellone","Deshusses, Sacramentary of Gellone edition","E31 Document","reference","edition","","Modern edition reference cited for OCF-I witness A."
