"subject","predicate","object","certainty","source"
"HRE-XVIII","belongs_to_tradition","tradition-hre","certain","HRE XI-XXVIIA pilot"
"HRE-XVIII","edited_by","actor-reinhard-elze","certain","HRE XI-XXVIIA pilot"
"HRE-XVIII","has_reference","ref-elze-1960","certain","HRE XI-XXVIIA pilot"
"HRE-XVIII","preserved_in","ms-hre-xviii-src","certain","HRE XI-XXVIIA pilot"
"ms-hre-xviii-src","has_event","event-ms-hre-xviii-src-context","certain","HRE XI-XXVIIA pilot"
"ms-hre-xviii-src","located_at","repo-vatican-bav","certain","HRE XI-XXVIIA pilot"
"ms-hre-xviii-src","has_reference","ref-elze-1960","certain","HRE XI-XXVIIA pilot"
"ms-hre-xviii-src","associated_with","actor-hre-imperial-tradition","probable","HRE XI-XXVIIA pilot"
"ms-hre-xviii-src","associated_with","actor-rome-papal-curia-context","derived","HRE XI-XXVIIA pilot"
