"id","label","type","placeId","start","end","description","openatlasClass"
"event-ecr-xiv-record-context","ECR-XIV English coronation record context","documentary_record","place-westminster-abbey","S.d.","S.d.","The processus fadus of Richard II. is the first knovra minutes of the proceedings of the Court of Claims held before the coronation. The officers and the services performed may be compared with those mentioned in the accounts of the coronations of Richard I. and Queen Eleanor. The history of the offices themselves has been dealt with in the Introduction. The manuscript from which the document is printed is in the Public Record Office. With regard to the description of the coronation which follows the report of the proceedings of the Court of Claims, it may be noted that the riding of the King from the Tower to Westminster is here for the first time described, though, it will be remembered, it is mentioned in the long rubric at the beginning of Liber regalis, but not in the rubric of the early edition of the fourth recension. The ceremony was discontinued at the coronation of James II. and it has not since been restored. The description of the coronation has but little interest, but a few details may be noticed: first, the statement that there were two rods with doves on the top; secondly, the curious order in which we are given to understand that the King, the Earl of Arundel with the crown, and the Earl of Suffolk with the sceptre with the cross came into the church j thirdly, the vestments carried in the procession; fourthly, the statements that the King was girded with Curtana, and that he was girded with this sword after the crowning had taken place; both statements are probably due to misapprehension.","E5 Event"
"event-ms-ecr-xiv-src-source","SRC source/witness context","source_reference","repo-london-british-library","medieval to early modern","medieval to early modern","Geographic anchor added to enable map display for ECR entries lacking explicit repository geodata.","E5 Event"
