"subject","predicate","object","certainty","source"
"ms-ocf-vi-lost-ms-1","witnesses","OCF-VI","certain","OCF-VI witness list"
"ms-ocf-vi-lost-ms-1","currently_kept_at","repo-lie-ge-monastery-of-saint-laurent-lost","certain","shelfmark/repository metadata"
"ms-ocf-vi-lost-ms-1","associated_with","actor-saint-laurent-liege","probable","entity enrichment"
"ms-ocf-vi-lost-ms-1","edited_or_studied_by","actor-jacques-sirmond","probable","entity enrichment"
"ms-ocf-vi-lost-ms-1","cited_by","ref-sirmond-1623","certain","edition"
"OCF-VI","belongs_to_tradition","tradition-ocf","certain","project vocabulary"
"OCF-VI","preserved_in","ms-ocf-vi-lost-ms-1","certain","OCF-VI witness list"
"OCF-VI","edited_by","actor-jacques-sirmond","certain","edition tradition"
