"id","siglum","label","openatlasClass","systemClass","type","witnessType","shelfmark","folios","date","origin","currentRepositoryId","currentRepository","copiedFrom","digitalUrl","iiifUrl","sourceLabel","description","bibliography"
"ms-ocf-ii-a","A","A — Vatican City, BAV, MS Reg. lat. 316","E22 Human-Made Object","artifact","manuscript_witness","primary","Vatican City, BAV, MS Reg. lat. 316","fol. 214r–v","8th century","Chelles?","repo-vatican-city-bav","Vatican City, BAV","","https://digi.vatlib.it/view/MSS_Reg.lat.316/0445","","DigiVatLib / Biblioteca Apostolica Vaticana","Gelasian sacramentary. Nos. 3” only.","Mohlberg (ed. d), xxiii–xxxviii"
"ms-ocf-ii-b","B","B — Paris, BnF, MS lat. 12048","E22 Human-Made Object","artifact","manuscript_witness","primary","Paris, BnF, MS lat. 12048","fol. 221r–v","Late 8th century","Gellone","repo-paris-bnf","Paris, BnF","","https://gallica.bnf.fr/ark:/12148/btv1b60000317","","Gallica / BnF","Sacramentary of Gellone. Nos. 3” only.",""
"ms-ocf-ii-c","C","C — Paris, BnF, MS lat. 816","E22 Human-Made Object","artifact","manuscript_witness","primary","Paris, BnF, MS lat. 816","fols. 130r–v, 167v–69r","ca. 800","Angoulême","repo-paris-bnf","Paris, BnF","","https://archivesetmanuscrits.bnf.fr/ark:/12148/cc622768","","BnF Archives et manuscrits (catalog)","Sacramentary of Angoulême. Base text.","Delisle, 'Mémoire,' 91–6; Saint-Roch (ed. g), viii–xv, xxvi"
"ms-ocf-ii-d","D","D — Berlin, Deutsche Staatsbibl., MS Phillips 1667","E22 Human-Made Object","artifact","manuscript_witness","primary","Berlin, Deutsche Staatsbibl., MS Phillips 1667","fols. 145v–46v","ca. 800","Autun","repo-berlin-deutsche-staatsbibl","Berlin, Deutsche Staatsbibl.","","https://digital.staatsbibliothek-berlin.de/werkansicht/?PPN=PPN769819745","","Staatsbibliothek zu Berlin Digital Collections","Sacramentary of Autun. Nos. 3” and 9–0 only.","Heiming (ed. f), v–xx"
"ms-ocf-ii-e","E","E — Paris, BnF, MS lat. 12049","E22 Human-Made Object","artifact","manuscript_witness","copy","Paris, BnF, MS lat. 12049","pp. 572–3","17th century","","repo-paris-bnf","Paris, BnF","","","","","Later copy of manuscript A (Angouleme witness).",""
