"id","label","openatlasClass","systemClass","type","manuscriptId","placeId","start","end","description","certainty"
"event-ms-ocf-ii-a-current-repository","A kept at Vatican City, BAV","E7 Activity","activity","current_repository","ms-ocf-ii-a","repo-vatican-city-bav","","","Vatican City, BAV, MS Reg. lat. 316 is currently kept at Vatican City, BAV.","certain"
"event-ms-ocf-ii-a-origin-chelles","A origin/context: Chelles","E12 Production","production","copying_or_origin","ms-ocf-ii-a","place-chelles","8th century","8th century","Vatican City, BAV, MS Reg. lat. 316: origin/context recorded as ""Chelles?"".","possible"
"event-ms-ocf-ii-b-current-repository","B kept at Paris, BnF","E7 Activity","activity","current_repository","ms-ocf-ii-b","repo-paris-bnf","","","Paris, BnF, MS lat. 12048 is currently kept at Paris, BnF.","certain"
"event-ms-ocf-ii-b-origin-abbey-of-gellone-saint-guilhem-le-desert","B origin/context: Abbey of Gellone, Saint-Guilhem-le-Desert","E12 Production","production","copying_or_origin","ms-ocf-ii-b","place-abbey-of-gellone-saint-guilhem-le-desert","Late 8th century","Late 8th century","Paris, BnF, MS lat. 12048: origin/context recorded as ""Gellone"".","probable"
"event-ms-ocf-ii-c-current-repository","C kept at Paris, BnF","E7 Activity","activity","current_repository","ms-ocf-ii-c","repo-paris-bnf","","","Paris, BnF, MS lat. 816 is currently kept at Paris, BnF.","certain"
"event-ms-ocf-ii-c-origin-angouleme","C origin/context: Angouleme","E12 Production","production","copying_or_origin","ms-ocf-ii-c","place-angouleme","ca. 800","ca. 800","Paris, BnF, MS lat. 816: origin/context recorded as ""Angoulême"".","probable"
"event-ms-ocf-ii-d-current-repository","D kept at Berlin, Deutsche Staatsbibl.","E7 Activity","activity","current_repository","ms-ocf-ii-d","repo-berlin-deutsche-staatsbibl","","","Berlin, Deutsche Staatsbibl., MS Phillips 1667 is currently kept at Berlin, Deutsche Staatsbibl..","certain"
"event-ms-ocf-ii-d-origin-autun","D origin/context: Autun","E12 Production","production","copying_or_origin","ms-ocf-ii-d","place-autun","ca. 800","ca. 800","Berlin, Deutsche Staatsbibl., MS Phillips 1667: origin/context recorded as ""Autun"".","probable"
"event-ms-ocf-ii-e-current-repository","E kept at Paris, BnF","E7 Activity","activity","current_repository","ms-ocf-ii-e","repo-paris-bnf","","","Paris, BnF, MS lat. 12049 is currently kept at Paris, BnF.","certain"
