"id","label","lat","lon","type","openatlasClass","description"
"place-westminster-abbey","Westminster Abbey","51.4993","-0.1273","ritual_place","E53 Place","Principal English coronation church."
"place-iona","Iona","56.335","-6.393","ritual_place","E53 Place",""
"place-scotland-context","Scottish royal context","56.49","-4.2","political_context","E53 Place",""
"repo-london-british-library","London, British Library","51.5299","-0.1275","repository_place","E53 Place",""
