"id","label","entity_type","openatlas_class","tradition","tradition_context","date","prg_number","alt_id","source_xml","description"
"PRG-220","Cette benedictio casei est insérée également dans les cérémonies du","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXX","(PRG n. CCXX; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 821)","CARo - Pontifical Romano-Germanique.XML","Cette benedictio casei est insérée également dans les cérémonies du (PRG-220)"
"PRG-222","Ad fructum nove arboris.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXII","(PRG n. CCXXII; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 822)","CARo - Pontifical Romano-Germanique.XML","Ad fructum nove arboris. (PRG-222)"
"PRG-223","Benedictio ad fruges novas.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXIII","(PRG n. CCXXIII; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 822)","CARo - Pontifical Romano-Germanique.XML","Benedictio ad fruges novas. (PRG-223)"
"PRG-224","Benedictio panis.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXIV","(PRG n. CCXXIV; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 822)","CARo - Pontifical Romano-Germanique.XML","Benedictio panis. (PRG-224)"
"PRG-225","Benedictio panis ad eulogias dandi.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXV","(PRG n. CCXXV; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 822)","CARo - Pontifical Romano-Germanique.XML","Benedictio panis ad eulogias dandi. (PRG-225)"
"PRG-226","Benedictio uvae vel fabe.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXVI","(PRG n. CCXXVI; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 823)","CARo - Pontifical Romano-Germanique.XML","Benedictio uvae vel fabe. (PRG-226)"
"PRG-227","Benedictio vini novi.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXVII","(PRG n. CCXXVII; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 823)","CARo - Pontifical Romano-Germanique.XML","Benedictio vini novi. (PRG-227)"
"PRG-228","Ad agape","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXVIII","(PRG n. CCXXVIII; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 824)","CARo - Pontifical Romano-Germanique.XML","Ad agape (PRG-228)"
"PRG-229","Oratio ante cibum.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXIX","(PRG n. CCXXIX; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 824)","CARo - Pontifical Romano-Germanique.XML","Oratio ante cibum. (PRG-229)"
"PRG-230","Orationes super mensam.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXX","(PRG n. CCXXX; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 825)","CARo - Pontifical Romano-Germanique.XML","Orationes super mensam. (PRG-230)"
"PRG-231","Benedictio putei novi.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXXI","(PRG n. CCXXXI; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 826)","CARo - Pontifical Romano-Germanique.XML","Benedictio putei novi. (PRG-231)"
"PRG-232","Benedictio fontis ubi aliqua neglegentia evenerit.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXXII","(PRG n. CCXXXII; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 826)","CARo - Pontifical Romano-Germanique.XML","Benedictio fontis ubi aliqua neglegentia evenerit. (PRG-232)"
"PRG-233","Super vascula in antiquis locis reperta.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXXIII","(PRG n. CCXXXIII; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 827)","CARo - Pontifical Romano-Germanique.XML","Super vascula in antiquis locis reperta. (PRG-233)"
"PRG-234","Benedictio quorumlibet vasorum.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXXIV","(PRG n. CCXXXIV; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 827)","CARo - Pontifical Romano-Germanique.XML","Benedictio quorumlibet vasorum. (PRG-234)"
"PRG-235","Oratio pro antidoto sumendo.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXXV","(PRG n. CCXXXV; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 828)","CARo - Pontifical Romano-Germanique.XML","Oratio pro antidoto sumendo. (PRG-235)"
"PRG-236","Oratio pro diminutione sanguinis.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXXVI","(PRG n. CCXXXVI; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 828)","CARo - Pontifical Romano-Germanique.XML","Oratio pro diminutione sanguinis. (PRG-236)"
"PRG-237","Oratio ad lavacrum.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXXVII","(PRG n. CCXXXVII; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 828)","CARo - Pontifical Romano-Germanique.XML","Oratio ad lavacrum. (PRG-237)"
"PRG-238","Benedictio incensi vel thimiamatis.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXXVIII","(PRG n. CCXXXVIII; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 828)","CARo - Pontifical Romano-Germanique.XML","Benedictio incensi vel thimiamatis. (PRG-238)"
"PRG-239","Benedictio saponis * l.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXXXIX","(PRG n. CCXXXIX; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 829)","CARo - Pontifical Romano-Germanique.XML","Benedictio saponis * l. (PRG-239)"
"PRG-241","Benedictio retium ad capiendos pisces.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXLI","(PRG n. CCXLI; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 829)","CARo - Pontifical Romano-Germanique.XML","Benedictio retium ad capiendos pisces. (PRG-241)"
"PRG-242","Benedictio civitatis contra gentiles.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXLII","(PRG n. CCXLII; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 830)","CARo - Pontifical Romano-Germanique.XML","Benedictio civitatis contra gentiles. (PRG-242)"
"PRG-243","Benedictio vexilli bellici.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXLIII","(PRG n. CCXLIII; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 830)","CARo - Pontifical Romano-Germanique.XML","Benedictio vexilli bellici. (PRG-243)"
"PRG-244","Benedictio * ensis noviter succincti.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXLIV","(PRG n. CCXLIV; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 831)","CARo - Pontifical Romano-Germanique.XML","Benedictio * ensis noviter succincti. (PRG-244)"
"PRG-245","Oratio pro exercita.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXLV","(PRG n. CCXLV; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 832)","CARo - Pontifical Romano-Germanique.XML","Oratio pro exercita. (PRG-245)"
"PRG-246","Iadicium ferri ferventis.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXLVI","(PRG n. CCXLVI; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 832)","CARo - Pontifical Romano-Germanique.XML","Iadicium ferri ferventis. (PRG-246)"
"PRG-247","De inditio aquae ferventis, quomodo inventum sit.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXLVII","(PRG n. CCXLVII; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 834)","CARo - Pontifical Romano-Germanique.XML","De inditio aquae ferventis, quomodo inventum sit. (PRG-247)"
"PRG-248","Benedictio aquae fluentis ad iudicium faciendum.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXLVIII","(PRG n. CCXLVIII; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 845)","CARo - Pontifical Romano-Germanique.XML","Benedictio aquae fluentis ad iudicium faciendum. (PRG-248)"
"PRG-249","Exorcismus et benedictio panis et casei ad securitatem","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCXLIX","(PRG n. CCXLIX; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 846)","CARo - Pontifical Romano-Germanique.XML","Exorcismus et benedictio panis et casei ad securitatem (PRG-249)"
"PRG-250","Iudicium panis et casei.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCL","(PRG n. CCL; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 849)","CARo - Pontifical Romano-Germanique.XML","Iudicium panis et casei. (PRG-250)"
"PRG-251","Item indicium panis et easei.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCLI","(PRG n. CCLI; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 850)","CARo - Pontifical Romano-Germanique.XML","Item indicium panis et easei. (PRG-251)"
"PRG-253","[Ad sponsas benedicendas.]","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCLIII","(PRG n. CCLIII; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 866)","CARo - Pontifical Romano-Germanique.XML","[Ad sponsas benedicendas.] (PRG-253)"
"PRG-254","Item actio nuptialis ad annualem diem nuptiarum.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCLIV","(PRG n. CCLIV; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 869)","CARo - Pontifical Romano-Germanique.XML","Item actio nuptialis ad annualem diem nuptiarum. (PRG-254)"
"PRG-255","Oratio in natali genuino *.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCLV","(PRG n. CCLV; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 871)","CARo - Pontifical Romano-Germanique.XML","Oratio in natali genuino *. (PRG-255)"
"PRG-256","Oratio pro parturiente.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCLVI","(PRG n. CCLVI; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 871)","CARo - Pontifical Romano-Germanique.XML","Oratio pro parturiente. (PRG-256)"
"PRG-257","Oratio ad missam pro sterilitate mulierum.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCLVII","(PRG n. CCLVII; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 872)","CARo - Pontifical Romano-Germanique.XML","Oratio ad missam pro sterilitate mulierum. (PRG-257)"
"PRG-258","Item pro sterilitate mulierum.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","CCLVIII","(PRG n. CCLVIII; Vogel-Elze, LE TEXTE II (NN. XCIX-CCLVIII); extracted from PDF p. 872)","CARo - Pontifical Romano-Germanique.XML","Item pro sterilitate mulierum. (PRG-258)"
"PRG-APP-HITTORP","Appendix preserving the order of the Pontifical romano-germanique as printed by Melchior Hittorp.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century; appendix based on later printed order","","(Appendice: ordonnance du Pontifical romano-germanique publie par Melchior Hittorp; extracted from PDF pp. 874-884)","CARo - Pontifical Romano-Germanique.XML","Appendix preserving the order of the Pontifical romano-germanique as printed by Melchior Hittorp. (PRG-APP-HITTORP)"
