"id","label","entity_type","openatlas_class","tradition","tradition_context","date","prg_number","alt_id","source_xml","description"
"PRG-001","Ad capillos tondendam.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","I","(PRG n. I; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 78)","CARo - Pontifical Romano-Germanique.XML","Ad capillos tondendam. (PRG-001)"
"PRG-002","Oratio ad puerum tonsurandum.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","II","(PRG n. II; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 79)","CARo - Pontifical Romano-Germanique.XML","Oratio ad puerum tonsurandum. (PRG-002)"
"PRG-003","Prefatio ad clericum faciendum.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","III","(PRG n. III; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 79)","CARo - Pontifical Romano-Germanique.XML","Prefatio ad clericum faciendum. (PRG-003)"
"PRG-004","Oratio ad barbam tondendam.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","IV","(PRG n. IV; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 81)","CARo - Pontifical Romano-Germanique.XML","Oratio ad barbam tondendam. (PRG-004)"
"PRG-005","Denuntiatio mensis primi, quarti, septimi et deeimi.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","V","(PRG n. V; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 82)","CARo - Pontifical Romano-Germanique.XML","Denuntiatio mensis primi, quarti, septimi et deeimi. (PRG-005)"
"PRG-006","Item invitatio plebis de ieiunio mensis primi, quarti, VII et X.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","VI","(PRG n. VI; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 82)","CARo - Pontifical Romano-Germanique.XML","Item invitatio plebis de ieiunio mensis primi, quarti, VII et X. (PRG-006)"
"PRG-007","De quatuor temporibus ieiuniorum, primi, quarti, septimi et","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","VII","(PRG n. VII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 83)","CARo - Pontifical Romano-Germanique.XML","De quatuor temporibus ieiuniorum, primi, quarti, septimi et (PRG-007)"
"PRG-008","Item de quattuor temporibus ieiuniorum quando fiunt duode","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","VIII","(PRG n. VIII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 84)","CARo - Pontifical Romano-Germanique.XML","Item de quattuor temporibus ieiuniorum quando fiunt duode (PRG-008)"
"PRG-009","Caput de canone Calcedonense.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","IX","(PRG n. IX; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 85)","CARo - Pontifical Romano-Germanique.XML","Caput de canone Calcedonense. (PRG-009)"
"PRG-010","Capitulum sancti Gregorii papae.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","X","(PRG n. X; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 85)","CARo - Pontifical Romano-Germanique.XML","Capitulum sancti Gregorii papae. (PRG-010)"
"PRG-011","Capitulum Zosimi papae l.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XI","(PRG n. XI; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 85)","CARo - Pontifical Romano-Germanique.XML","Capitulum Zosimi papae l. (PRG-011)"
"PRG-012","Capitulum Leonis papae I.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XII","(PRG n. XII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 86)","CARo - Pontifical Romano-Germanique.XML","Capitulum Leonis papae I. (PRG-012)"
"PRG-013","Capitalum Clementis papae de oblationibus altaris [De","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XIII","(PRG n. XIII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 87)","CARo - Pontifical Romano-Germanique.XML","Capitalum Clementis papae de oblationibus altaris [De (PRG-013)"
"PRG-014","De officiis VII graduum Ysidori capitula.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XIV","(PRG n. XIV; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 87)","CARo - Pontifical Romano-Germanique.XML","De officiis VII graduum Ysidori capitula. (PRG-014)"
"PRG-015","Ordo qualiter in romana aecclesia sacri ordines fiunt [Ordi","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XV","(PRG n. XV; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 88)","CARo - Pontifical Romano-Germanique.XML","Ordo qualiter in romana aecclesia sacri ordines fiunt [Ordi (PRG-015)"
"PRG-016","[Ordo qualiter in romana ecclesia presbiteri, diaconi rei","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XVI","(PRG n. XVI; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 95)","CARo - Pontifical Romano-Germanique.XML","[Ordo qualiter in romana ecclesia presbiteri, diaconi rei (PRG-016)"
"PRG-017","Orationes. pro ipsis ad missam.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XVII","(PRG n. XVII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 111)","CARo - Pontifical Romano-Germanique.XML","Orationes. pro ipsis ad missam. (PRG-017)"
"PRG-018","Item missa in natali consecrationis diaconi.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XVIII","(PRG n. XVIII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 112)","CARo - Pontifical Romano-Germanique.XML","Item missa in natali consecrationis diaconi. (PRG-018)"
"PRG-019","Item in natali consecrationis presbiteri qualiter sibi missas","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XIX","(PRG n. XIX; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 113)","CARo - Pontifical Romano-Germanique.XML","Item in natali consecrationis presbiteri qualiter sibi missas (PRG-019)"
"PRG-020","Consecratio sacrae virginis quae in epiphania vel in alvis","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XX","(PRG n. XX; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 113)","CARo - Pontifical Romano-Germanique.XML","Consecratio sacrae virginis quae in epiphania vel in alvis (PRG-020)"
"PRG-021","Item* missa in natali virginum.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXI","(PRG n. XXI; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 122)","CARo - Pontifical Romano-Germanique.XML","Item* missa in natali virginum. (PRG-021)"
"PRG-022","Ordinatio abbatissae canonicam regulam profitentis.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXII","(PRG n. XXII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 123)","CARo - Pontifical Romano-Germanique.XML","Ordinatio abbatissae canonicam regulam profitentis. (PRG-022)"
"PRG-023","Consecratio virginum quae a scculo conversae in domibus","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXIII","(PRG n. XXIII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 126)","CARo - Pontifical Romano-Germanique.XML","Consecratio virginum quae a scculo conversae in domibus (PRG-023)"
"PRG-024","Ad diaconam faciendam.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXIV","(PRG n. XXIV; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 129)","CARo - Pontifical Romano-Germanique.XML","Ad diaconam faciendam. (PRG-024)"
"PRG-026","Ordinatio abbatis.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXVI","(PRG n. XXVI; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 137)","CARo - Pontifical Romano-Germanique.XML","Ordinatio abbatis. (PRG-026)"
"PRG-027","Missa pro abbate.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXVII","(PRG n. XXVII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 144)","CARo - Pontifical Romano-Germanique.XML","Missa pro abbate. (PRG-027)"
"PRG-028","Ordo ad faciendum monacham.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXVIII","(PRG n. XXVIII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 145)","CARo - Pontifical Romano-Germanique.XML","Ordo ad faciendum monacham. (PRG-028)"
"PRG-029","Ordinatio monachi.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXIX","(PRG n. XXIX; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 147)","CARo - Pontifical Romano-Germanique.XML","Ordinatio monachi. (PRG-029)"
"PRG-030","Aliae orationes pro monachis.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXX","(PRG n. XXX; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 149)","CARo - Pontifical Romano-Germanique.XML","Aliae orationes pro monachis. (PRG-030)"
"PRG-031","Orationes et preces pro monachis ad missam.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXXI","(PRG n. XXXI; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 150)","CARo - Pontifical Romano-Germanique.XML","Orationes et preces pro monachis ad missam. (PRG-031)"
"PRG-033","Ordo romanus ad dedicandam ecclesiam.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXXIII","(PRG n. XXXIII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 157)","CARo - Pontifical Romano-Germanique.XML","Ordo romanus ad dedicandam ecclesiam. (PRG-033)"
"PRG-034","Item benedictio basilicae novae.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXXIV","(PRG n. XXXIV; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 164)","CARo - Pontifical Romano-Germanique.XML","Item benedictio basilicae novae. (PRG-034)"
"PRG-035","Quid significent duodecim candelae.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXXV","(PRG n. XXXV; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 165)","CARo - Pontifical Romano-Germanique.XML","Quid significent duodecim candelae. (PRG-035)"
"PRG-036","Canon de aedificanda aecclesia.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXXVI","(PRG n. XXXVI; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 197)","CARo - Pontifical Romano-Germanique.XML","Canon de aedificanda aecclesia. (PRG-036)"
"PRG-037","De* oratorio. s","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXXVII","(PRG n. XXXVII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 198)","CARo - Pontifical Romano-Germanique.XML","De* oratorio. s (PRG-037)"
"PRG-038","Denuntiatio cum reliquiae sanctorum ponendae sunt in","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXXVIII","(PRG n. XXXVIII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 198)","CARo - Pontifical Romano-Germanique.XML","Denuntiatio cum reliquiae sanctorum ponendae sunt in (PRG-038)"
"PRG-039","[Preparatio episcopi ad divinam officium].","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XXXIX","(PRG n. XXXIX; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 199)","CARo - Pontifical Romano-Germanique.XML","[Preparatio episcopi ad divinam officium]. (PRG-039)"
"PRG-040","Ordo ad benedicendam ecclesiam.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XL","(PRG n. XL; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 199)","CARo - Pontifical Romano-Germanique.XML","Ordo ad benedicendam ecclesiam. (PRG-040)"
"PRG-041","Orationes* ad missam in dedicatione.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XLI","(PRG n. XLI; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 249)","CARo - Pontifical Romano-Germanique.XML","Orationes* ad missam in dedicatione. (PRG-041)"
"PRG-042","Item alia missa.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XLII","(PRG n. XLII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 250)","CARo - Pontifical Romano-Germanique.XML","Item alia missa. (PRG-042)"
"PRG-043","In dedicatione novae ecclesiae ad missam pro conditoribus.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XLIII","(PRG n. XLIII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 251)","CARo - Pontifical Romano-Germanique.XML","In dedicatione novae ecclesiae ad missam pro conditoribus. (PRG-043)"
"PRG-044","Missa in dedicatione basilice quam conditor non de","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XLIV","(PRG n. XLIV; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 252)","CARo - Pontifical Romano-Germanique.XML","Missa in dedicatione basilice quam conditor non de (PRG-044)"
"PRG-045","Missa pro dedicatione loci illius ubi prius fuerit synagoga.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XLV","(PRG n. XLV; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 253)","CARo - Pontifical Romano-Germanique.XML","Missa pro dedicatione loci illius ubi prius fuerit synagoga. (PRG-045)"
"PRG-046","Missa in agenda conditoris ecclesiae.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XLVI","(PRG n. XLVI; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 254)","CARo - Pontifical Romano-Germanique.XML","Missa in agenda conditoris ecclesiae. (PRG-046)"
"PRG-047","In dedicatione altaris.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XLVII","(PRG n. XLVII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 254)","CARo - Pontifical Romano-Germanique.XML","In dedicatione altaris. (PRG-047)"
"PRG-049","Missa in anniversario dedicationis ecclesiae.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","XLIX","(PRG n. XLIX; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 256)","CARo - Pontifical Romano-Germanique.XML","Missa in anniversario dedicationis ecclesiae. (PRG-049)"
"PRG-050","Reconciliatio. violate aecclesiae.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","L","(PRG n. L; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 257)","CARo - Pontifical Romano-Germanique.XML","Reconciliatio. violate aecclesiae. (PRG-050)"
"PRG-051","Ordo ad benedicendum aecclesiae signum. i»","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LI","(PRG n. LI; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 260)","CARo - Pontifical Romano-Germanique.XML","Ordo ad benedicendum aecclesiae signum. i» (PRG-051)"
"PRG-052","Ordo in dedicatione baptisterii.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LII","(PRG n. LII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 265)","CARo - Pontifical Romano-Germanique.XML","Ordo in dedicatione baptisterii. (PRG-052)"
"PRG-053","Missa in dedicatione baptisterii.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LIII","(PRG n. LIII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 266)","CARo - Pontifical Romano-Germanique.XML","Missa in dedicatione baptisterii. (PRG-053)"
"PRG-054","Consecratio cymiterii.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LIV","(PRG n. LIV; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 267)","CARo - Pontifical Romano-Germanique.XML","Consecratio cymiterii. (PRG-054)"
"PRG-055","Consecratio loculi vel sepulcril.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LV","(PRG n. LV; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 268)","CARo - Pontifical Romano-Germanique.XML","Consecratio loculi vel sepulcril. (PRG-055)"
"PRG-056","Decretum quod clerus * et populus firmare debet de electo","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LVI","(PRG n. LVI; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 269)","CARo - Pontifical Romano-Germanique.XML","Decretum quod clerus * et populus firmare debet de electo (PRG-056)"
"PRG-057","Item subscriptio episcoporum in electionem episcopi.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LVII","(PRG n. LVII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 270)","CARo - Pontifical Romano-Germanique.XML","Item subscriptio episcoporum in electionem episcopi. (PRG-057)"
"PRG-058","Ex concilio Africano IIII. Capitulum I.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LVIII","(PRG n. LVIII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 271)","CARo - Pontifical Romano-Germanique.XML","Ex concilio Africano IIII. Capitulum I. (PRG-058)"
"PRG-059","Epistola vocatoria.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LIX","(PRG n. LIX; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 272)","CARo - Pontifical Romano-Germanique.XML","Epistola vocatoria. (PRG-059)"
"PRG-060","Qualiter episcopus debeat ordinari. Ex concilio Niceno, ca","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LX","(PRG n. LX; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 273)","CARo - Pontifical Romano-Germanique.XML","Qualiter episcopus debeat ordinari. Ex concilio Niceno, ca (PRG-060)"
"PRG-061","Qua die ordinetur episcopus.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXI","(PRG n. LXI; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 273)","CARo - Pontifical Romano-Germanique.XML","Qua die ordinetur episcopus. (PRG-061)"
"PRG-062","Ordinatio episcopi.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXII","(PRG n. LXII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 274)","CARo - Pontifical Romano-Germanique.XML","Ordinatio episcopi. (PRG-062)"
"PRG-063","[Ordinatio episcopi].","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXIII","(PRG n. LXIII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 275)","CARo - Pontifical Romano-Germanique.XML","[Ordinatio episcopi]. (PRG-063)"
"PRG-064","Orationes istae dicendae sunt a domno papa super archiepi-","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXIV","(PRG n. LXIV; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 304)","CARo - Pontifical Romano-Germanique.XML","Orationes istae dicendae sunt a domno papa super archiepi- (PRG-064)"
"PRG-065","Formata episcopo danda.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXV","(PRG n. LXV; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 305)","CARo - Pontifical Romano-Germanique.XML","Formata episcopo danda. (PRG-065)"
"PRG-066","Edictum quod dat pontifex episcopo cui benedicit.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXVI","(PRG n. LXVI; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 306)","CARo - Pontifical Romano-Germanique.XML","Edictum quod dat pontifex episcopo cui benedicit. (PRG-066)"
"PRG-067","Missa in ordinatione episcopi.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXVII","(PRG n. LXVII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 315)","CARo - Pontifical Romano-Germanique.XML","Missa in ordinatione episcopi. (PRG-067)"
"PRG-068","Missa episcopi pro se in die ordinationis suae anniversario.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXVIII","(PRG n. LXVIII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 317)","CARo - Pontifical Romano-Germanique.XML","Missa episcopi pro se in die ordinationis suae anniversario. (PRG-068)"
"PRG-069","In natalicio episcopi, si infirmus aut absens fuerit, qualiter","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXIX","(PRG n. LXIX; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 318)","CARo - Pontifical Romano-Germanique.XML","In natalicio episcopi, si infirmus aut absens fuerit, qualiter (PRG-069)"
"PRG-070","Item alia missa in natalicio episcopi.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXX","(PRG n. LXX; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 319)","CARo - Pontifical Romano-Germanique.XML","Item alia missa in natalicio episcopi. (PRG-070)"
"PRG-071","Ordo qualiter ordinetur romanus pontifex (= Ordo XL B).","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXXI","(PRG n. LXXI; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 320)","CARo - Pontifical Romano-Germanique.XML","Ordo qualiter ordinetur romanus pontifex (= Ordo XL B). (PRG-071)"
"PRG-072","Incipit ordo ad regem benedicendum quando novus a cle","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXXII","(PRG n. LXXII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 321)","CARo - Pontifical Romano-Germanique.XML","Incipit ordo ad regem benedicendum quando novus a cle (PRG-072)"
"PRG-073","Sequitur ordo missarum, si in feria evenerit, sed melius","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXXIII","(PRG n. LXXIII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 337)","CARo - Pontifical Romano-Germanique.XML","Sequitur ordo missarum, si in feria evenerit, sed melius (PRG-073)"
"PRG-074","Item alia missa pro rege.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXXIV","(PRG n. LXXIV; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 338)","CARo - Pontifical Romano-Germanique.XML","Item alia missa pro rege. (PRG-074)"
"PRG-075","Incipit ordo romanus ad benedicendum imperatorem quan","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXXV","(PRG n. LXXV; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 338)","CARo - Pontifical Romano-Germanique.XML","Incipit ordo romanus ad benedicendum imperatorem quan (PRG-075)"
"PRG-076","Item benedictio ad ordinandum imperatorem secundum","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXXVI","(PRG n. LXXVI; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 340)","CARo - Pontifical Romano-Germanique.XML","Item benedictio ad ordinandum imperatorem secundum (PRG-076)"
"PRG-077","Missa pro imperatore. (= Ordo XLVIII).","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXXVII","(PRG n. LXXVII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 341)","CARo - Pontifical Romano-Germanique.XML","Missa pro imperatore. (= Ordo XLVIII). (PRG-077)"
"PRG-078","Benedictio reginae.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXXVIII","(PRG n. LXXVIII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 342)","CARo - Pontifical Romano-Germanique.XML","Benedictio reginae. (PRG-078)"
"PRG-079","Ordo romanus qualiter concilium agatur generale.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXXIX","(PRG n. LXXIX; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 344)","CARo - Pontifical Romano-Germanique.XML","Ordo romanus qualiter concilium agatur generale. (PRG-079)"
"PRG-080","Item ordo qualiter agatur concilium provinciale L","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXXX","(PRG n. LXXX; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 350)","CARo - Pontifical Romano-Germanique.XML","Item ordo qualiter agatur concilium provinciale L (PRG-080)"
"PRG-081","Expositio octo vestium Aaron primi pontificis.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXXXI","(PRG n. LXXXI; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 367)","CARo - Pontifical Romano-Germanique.XML","Expositio octo vestium Aaron primi pontificis. (PRG-081)"
"PRG-082","Incipit sermo de eadem re tempore synodi ad episcopos.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXXXII","(PRG n. LXXXII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 375)","CARo - Pontifical Romano-Germanique.XML","Incipit sermo de eadem re tempore synodi ad episcopos. (PRG-082)"
"PRG-083","Alius sermo.","ordo_text","E33 Linguistic Object","PRG","Romano-Germanic Pontifical tradition","10th century","LXXXIII","(PRG n. LXXXIII; Vogel-Elze, LE TEXTE I (NN. I-XCVIII); extracted from PDF p. 378)","CARo - Pontifical Romano-Germanique.XML","Alius sermo. (PRG-083)"
