"id","siglum","label","openatlasClass","systemClass","type","witnessType","shelfmark","folios","date","origin","currentRepositoryId","currentRepository","copiedFrom","digitalUrl","iiifUrl","sourceLabel","description","bibliography"
"ms-ocf-xvi-a","A","A — Cologne, Erzbischöfliche Diözesan- und Dombibl., MS 141","E22 Human-Made Object","artifact","manuscript_witness","primary","Cologne, Erzbischöfliche Diözesan- und Dombibl., MS 141","fols. 153r–65v, 168v–71v","First half of 11th century","Benedictine monastery in diocese of Cambrai (archdiocese of Reims)","repo-cologne-erzbischo-fliche-dio-zesan-und-dombibl","Cologne, Erzbischöfliche Diözesan- und Dombibl.","","https://digital.dombibliothek-koeln.de/urn/urn:nbn:de:hbz:kn28-3-666","","","Primary witness for Ordo XVI in this pontifical manuscript.","Andrieu, Ordines Romani, 1: 108–4, 4: 475–9"
"ms-ocf-xvi-b","B","B — Bamberg, Staatsbibl., MS Msc. Lit. 56","E22 Human-Made Object","artifact","manuscript_witness","primary","Bamberg, Staatsbibl., MS Msc. Lit. 56","fols. 146r–55v, 158r–60r","14th century","Copied from A","repo-bamberg-staatsbibl","Bamberg, Staatsbibl.","A","","","","Primary witness for Ordo XVI in this pontifical manuscript.","Leitschuh, Katalog Bamberg, 1/1: 202"
