"id","label","openatlasClass","systemClass","type","url","description"
"ref-ms-ocf-xvi-a-bib-1","Andrieu, Ordines Romani, 1: 108–4, 4: 475–9","E31 Document","reference","edition_or_catalogue","","Bibliographic reference for Cologne, Erzbischöfliche Diözesan- und Dombibl., MS 141."
"ref-ms-ocf-xvi-a-digital","Digital source: Cologne, Erzbischöfliche Diözesan- und Dombibl., MS 141","E31 Document","reference","digital_facsimile","https://digital.dombibliothek-koeln.de/urn/urn:nbn:de:hbz:kn28-3-666","Digital source for Cologne, Erzbischöfliche Diözesan- und Dombibl., MS 141."
"ref-ms-ocf-xvi-b-bib-1","Leitschuh, Katalog Bamberg, 1/1: 202","E31 Document","reference","bibliography","","Bibliographic reference for Bamberg, Staatsbibl., MS Msc. Lit. 56."
