"id","label","manuscriptId","fromPlaceId","toPlaceId","start","end","certainty","type"
"move-ms-ocf-xvi-a-cambrai-to-cologne-erzbischo-fliche-dio-zesan-und-dombibl","A: Cambrai → Cologne, Erzbischöfliche Diözesan- und Dombibl.","ms-ocf-xvi-a","place-cambrai","repo-cologne-erzbischo-fliche-dio-zesan-und-dombibl","First half of 11th century","","probable","manuscript_dispersal"
"move-ms-ocf-xvi-a-reims-to-cologne-erzbischo-fliche-dio-zesan-und-dombibl","A: Reims → Cologne, Erzbischöfliche Diözesan- und Dombibl.","ms-ocf-xvi-a","place-reims","repo-cologne-erzbischo-fliche-dio-zesan-und-dombibl","First half of 11th century","","probable","manuscript_dispersal"
