"id","label","openatlasClass","systemClass","type","url","description"
"ref-ms-ocf-xxiia-e-digital","DigiVatLib: Vatican City, BAV, MS lat. 4733","E31 Document","reference","digital_facsimile","https://digi.vatlib.it/view/MSS_Vat.lat.4733","Digital source for Vatican City, BAV, MS lat. 4733."
"ref-ms-ocf-xxiia-i-digital","Gallica / BnF: Paris, BnF, MS lat. 12080","E31 Document","reference","digital_facsimile","https://gallica.bnf.fr/ark:/12148/btv1b10721237p","Digital source for Paris, BnF, MS lat. 12080."
"ref-ms-ocf-xxiia-b-bib-1","Hedeman, 'Commemoration of Jeanne d'Évreux's Coronation' (1990)","E31 Document","reference","edition_or_catalogue","","Bibliographic reference for Urbana, University of Illinois Library, unnumbered MS."
"ref-ms-ocf-xxiia-a-bib-1","Leroquais, Pontificaux, 2: 235","E31 Document","reference","edition_or_catalogue","","Bibliographic reference for Paris, BnF, MS nouv. acq. lat. 1202."
"ref-ms-ocf-xxiia-d-bib-1","Martimort, 203–04, no. 298","E31 Document","reference","bibliography","","Bibliographic reference for London, British Library, MS Egerton 931."
"ref-ms-ocf-xxiia-a-bib-2","Molin, 'Un pontifical de Meaux'","E31 Document","reference","bibliography","","Bibliographic reference for Paris, BnF, MS nouv. acq. lat. 1202."
