"id","manuscriptId","fromPlaceId","toPlaceId","start","end","certainty","description"
"move-ms-hre-vii-src","ms-hre-vii-src","place-verden-context","place-verden-source-tradition-anchor","1039/46","1039/46","derived","Research context line for SRC: Verden diocesan context -> Verden, source tradition anchor."
"move-ms-hre-vii-a","ms-hre-vii-a","place-verden-context","repo-bamberg-staatsbibliothek","11th century","11th century","derived","Research context line for A: Verden diocesan context -> Bamberg, Staatsbibliothek."
