"id","label","type","placeId","start","end","description","openatlasClass"
"event-ecr-xxvi-record-context","ECR-XXVI English coronation record context","documentary_record","place-westminster-abbey","S.d.","S.d.","James II. was a Roman Catholic, and was therefore anxious to dispense with the ceremony of coronation at the hands of a Protestant bishop. He ordered Sancroft, the Archbishop of Canterbury, to "" abbridge (as much as conveniently might be) the extreme length"" of the service, leaving the essentials. (Francis Sandford, The History of the Coronation of... King James II. London, 1687, p. 4.) This was done; and Sancroft took the opportunity of dealing with the service in a drastic manner. The abridgement consisted chiefly in omitting the Communion Service and some of the long prayers at the beginning of the coronation service. The place of the Litany was changed from after the Oath and Vent Creator to before the sermon, and this caused some confusion in the arrangement of the service. (See Introduction, 搂 24.) The oath remained the same as before. It may be noticed that the prayers have been all recast, and that those in which the Archbishop blessed the ornaments in Liber regalis have been changed so that the blessing is invoked not on the ornaments, but on the King who is to be invested with the ornaments. The process of change may be seen in Bodl. MS. Tanner 31. fo. 75. etc., which gives, all in Sancroft's hand, his notes and alterations in the old text of the service as used at the three preceding coronations. The orb seems to have been a source of confusion, which has lasted from this coronation down to our day. Dr. Sancroft cannot have realized that it was interchangeable with the sceptre with the cross, or he would not have introduced the delivery of the orb into the investiture with the pall; a ceremony which was only performed in order to be undone, for almost immediately afterwards the orb has to be given up in order to free the King's hands for the ungirding of the sword. Two anthems have been introduced into the service: the 89th psalm vv. 20.-30. which, as events turned out, was a somewhat unfortunate selection, after the homage, and an anthem composed of Ps. xlv. vv. i. 10. 14.-16. 11. 17. Ps. cxlvii. 12. Is. cxlix. 23. at the enthronement of the Queen. James II. and his Queen could not, on reUgious grounds, communicate at a service of the Church of England, hence there was no Communion, precedent for which must be looked for at the coronation of King John. But a mutilated second oblation, of a mark of gold, took place after the delivery of the Rod. The manuscript from which this coronation is edited is all written in Sancroft's hand. The contractions are so numerous that it has been thought worth while to notice them in editing the document.","E5 Event"
"event-ms-ecr-xxvi-src-source","SRC source/witness context","source_reference","repo-london-british-library","medieval to early modern","medieval to early modern","Geographic anchor added to enable map display for ECR entries lacking explicit repository geodata.","E5 Event"
