"id","label","type","placeId","start","end","description","openatlasClass"
"event-ecr-i-record-context","ECR-I English coronation record context","coronation_or_ritual_record","place-westminster-abbey","S.d.","S.d.","The following is the earliest known description of a consecration of a King in Great Britain. It occurs in the Life of St. Columba (521-597) written by St. Adamnan, who was Abbot of Iona from 679-704. The description is mainly occupied with miraculous details, which are of little interest; but the use of the term ordinare regem is noticeable, and the fact that St. Columba is reported to have laid his hand upon King Aidan's head, indicates the affinity between the sacring of a King and the ordination of a clergyman, and is further of interest as pointing to imposition of hands as part of the ceremonial of the consecration of a King at the end of the seventh century. The text here given has been copied from a manuscript dating, Mr. G. F. Warner tells me, from the early thirteenth century. It is of English origin, and has been somewhat injured by fire. It has been collated with another manuscript (Brit. Mus. Reg. 8 D. ix. fo. 54^) which is of later date, but written in a hand imitative of that of the thirteenth century. It is designated under the symbol B, and has been used also to supply the words missing from the Cotton manuscript. These words have been enclosed in square brackets. The translation has been taken from Dr. W. Reeves' Life of Saint Columba, written by Adamnan, Edinburgh, 1874, Book iii. chap. vi. p. 81.","E5 Event"
"event-ms-ecr-i-src-source","SRC source/witness context","source_reference","repo-london-british-library","medieval to early modern","medieval to early modern","Geographic anchor added to enable map display for ECR entries lacking explicit repository geodata.","E5 Event"
