"id","label","type","placeId","start","end","description","openatlasClass"
"event-ecr-xxv-record-context","ECR-XXV English coronation record context","documentary_record","place-westminster-abbey","S.d.","S.d.","The following list of necessaries and the description of the Royal "" proceeding '' from the Tower to Westminster is taken from Sir Edward Walker's manuscript describing the Coronation ceremonies of Charles II. (A circumstantial Account of the Preparations for the Coronation of His Majesty King Charles the Second, etc., London, 1820). It contains a list of the regalia which had to be made to replace those destroyed in 1649, as well as the various vestments necessary for the coronation. Besides the robes of St. Edward, there were also provided the robes which the King wore before the ceremony, which were delivered to the Lord Great Chamberlain, and also those worn after the ceremony, which were laid, with the Imperial Crown, on the altar in St. Edward's chapel. There are no less than seven different chairs: the Throne; the chair of Estate; the chair on the south side of the "" area ""; the chair in which the King was anointed, for it must be remembered that Charles II. was not anointed, as were the other Kings, in St. Edward's chair; St. Edward's chair, in which the King was crowned; the Archbishop's chair; and the chair in St. Edward's chapel. All the regalia which were made on this occasion ""reteyne the old names and fashion."" The document Bodl. Ashm. MS. 863, p. 344 gives a more detailed account of the robes made for the King: but St. Edward's robes are not mentioned: we only have the shirts and tunics with loops for the anointing, and the two parliament robes with their surcotes and hoods, the sandals for the King's feet as he goes in the processions, and also the coif and linen gloves. Lastly mention is made of the girdle for the sword which the King puts on during the service j but the other "" girdle and Hangers with a Sword for the King to put on after his coronacion "" is not necessary, and the composer of the list himself seems to be doubtful whether these articles were wanted. The second part of the present document deals with the procession from the Tower to Westminster. The Coronation of Charles II. was the last occasion on which this ceremony took place, and we here have a description showing the condition of the procession in the middle of the seventeenth century. It may be compared with the description given in Liber regalis (Doc. xiii.) in the processus factus of Richard II. (Doc. xiv.) and in the Little Device (Doc. xx.) The route of the procession appears to be still the same: the King must have been covered, if the Duke of York was, arid there is no trace of the canopy which was held over the King in the fifteenth and sixteenth centuries. Otherwise the procession appears to be much the same as those described in the documents above. It will be noticed that no mention is made of any Bishops in the procession. Pepys, however, who was an eyewitness, in describing the procession, says: "" The Bishops come next after Barons, which is the higher place; which makes me think that the next Parliament they will be called to the House of Lords."" {The Diary of Samuel Pepys, ed. Henry B. Wheatley, London, 1893. Vol. ii. p. 17.)","E5 Event"
"event-ms-ecr-xxv-src-source","SRC source/witness context","source_reference","repo-london-british-library","medieval to early modern","medieval to early modern","Geographic anchor added to enable map display for ECR entries lacking explicit repository geodata.","E5 Event"
