"id","label","openatlasClass","systemClass","type","url","description"
"ref-ms-ocf-xi-c-bib-1","Auvray and Poupardin, Manuscrits de la collection Baluze, 1-3","E31 Document","reference","bibliography","","Bibliographic reference for Paris, BnF, MS Baluze 1."
"ref-ms-ocf-xi-a-digital","BnF Archives et manuscrits / Paris, BnF, MS lat. 9430: Paris, BnF, MS lat. 9430","E31 Document","reference","digital_facsimile","https://archivesetmanuscrits.bnf.fr/ark:/12148/cc38708p","Digital source for Paris, BnF, MS lat. 9430."
"ref-ms-ocf-xi-a-bib-1","Delisle, 'Memoire,' 130-40","E31 Document","reference","bibliography","","Bibliographic reference for Paris, BnF, MS lat. 9430."
"ref-ms-ocf-xi-a-bib-3","Henri Leclerc, 'Tours' (DACL 15.2, 1953), 2667-71","E31 Document","reference","bibliography","","Bibliographic reference for Paris, BnF, MS lat. 9430."
"ref-ms-ocf-xi-d-bib-1","Henri Omont, Catalogue general des manuscrits francais: Nouvelles acquisitions francaises, 4:393","E31 Document","reference","edition_or_catalogue","","Bibliographic reference for Paris, BnF, MS nouv. acq. fr. 22211."
"ref-ms-ocf-xi-a-bib-2","Leroquais, Sacramentaires, 1: 43-53, nos. 16-17","E31 Document","reference","edition_or_catalogue","","Bibliographic reference for Paris, BnF, MS lat. 9430."
"ref-ms-ocf-xi-a-bib-4","Martimort, 385, no. 773","E31 Document","reference","bibliography","","Bibliographic reference for Paris, BnF, MS lat. 9430."
"ref-ms-ocf-xi-b-digital","PARES / Barcelona, ACA, MS Ripoll 40: Barcelona, Archivo de la Corona de Aragon, MS Ripoll 40","E31 Document","reference","digital_facsimile","https://pares.mcu.es/ParesBusquedas20/catalogo/show/2334950","Digital source for Barcelona, Archivo de la Corona de Aragon, MS Ripoll 40."
