"id","label","openatlasClass","systemClass","type","manuscriptId","placeId","start","end","description","certainty"
"event-ms-ocf-xi-a-current-repository","A kept at Paris, BnF","E7 Activity","activity","current_repository","ms-ocf-xi-a","repo-paris-bnf","","","Paris, BnF, MS lat. 9430 is currently kept at Paris, BnF.","certain"
"event-ms-ocf-xi-a-origin-tours","A origin/context: Tours","E12 Production","production","copying_or_origin","ms-ocf-xi-a","place-tours","ca. 1000","ca. 1000","Paris, BnF, MS lat. 9430: origin/context recorded as ""Tours"".","probable"
"event-ms-ocf-xi-b-current-repository","B kept at Barcelona, Archivo de la Corona de Aragon","E7 Activity","activity","current_repository","ms-ocf-xi-b","repo-barcelona-archivo-de-la-corona-de-aragon","","","Barcelona, Archivo de la Corona de Aragon, MS Ripoll 40 is currently kept at Barcelona, Archivo de la Corona de Aragon.","certain"
"event-ms-ocf-xi-b-origin-monastery-of-ripoll","B origin/context: Monastery of Ripoll","E12 Production","production","copying_or_origin","ms-ocf-xi-b","place-monastery-of-ripoll","11th century","11th century","Barcelona, Archivo de la Corona de Aragon, MS Ripoll 40: origin/context recorded as ""Monastery of Ripoll"".","probable"
"event-ms-ocf-xi-c-current-repository","C kept at Paris, BnF","E7 Activity","activity","current_repository","ms-ocf-xi-c","repo-paris-bnf","","","Paris, BnF, MS Baluze 1 is currently kept at Paris, BnF.","certain"
"event-ms-ocf-xi-d-current-repository","D kept at Paris, BnF","E7 Activity","activity","current_repository","ms-ocf-xi-d","repo-paris-bnf","","","Paris, BnF, MS nouv. acq. fr. 22211 is currently kept at Paris, BnF.","certain"
