"id","label","type","placeId","start","end","description","openatlasClass"
"event-ecr-iv-record-context","ECR-IV English coronation record context","coronation_or_ritual_record","place-westminster-abbey","S.d.","S.d.","This coronation order represents the third recension of the service, and is sometimes called the coronation of Henry I.; but there is no more reason for believing that it was used for Henry I. than for considering the second recension to be the order for the coronation of Ethelred II. In both cases the opinion has merely arisen from a note designating these sovereigns made by a seventeenth century hand, probably one of the librarians of the Cotton collection. The order is found in a very fine manuscript pontifical, now in the British Museum, dating from the twelfth century, and written for a bishop of the province of Canterbury. This order is more akin to that in the so-called Ordo Romanus of Hittorp, printed by him in de divinis Catholicae Ecclesiae offidis, than are any of the other three recensions.","E5 Event"
"event-ms-ecr-iv-a-source","A source/witness context","copying_or_transmission","repo-london-british-library","12th century","12th century","Claudius Pontifical III. Third recension of the English coronation service, sometimes called the coronation order of Henry I.","E5 Event"
