"id","manuscriptId","fromPlaceId","toPlaceId","start","end","certainty","description"
"move-ms-ecr-iv-a","ms-ecr-iv-a","place-westminster-abbey","repo-london-british-library","12th century","12th century","probable","Research context line for A: Westminster Abbey -> London, British Library."
