"id","siglum","shelfmark","repositoryPlaceId","currentRepository","lat","lon","date","folios","group","origin","witnessType","sourceLabel","digitalUrl","iiifUrl","iiif_url","iiif_manifest_url","embedded_viewer_url","description","bibliography","openatlasClass","systemClass"
"ms-ecr-iv-a","A","London, British Library, MS Cotton Claudius A.iii","repo-london-british-library","London, British Library","51.5299","-0.1277","12th century","fols. 19-29","primary","England","primary","","","","","","","Claudius Pontifical III. Third recension of the English coronation service, sometimes called the coronation order of Henry I.","Leopold G. Wickham Legg (ed.), English Coronation Records (Westminster: Archibald Constable, 1901).","E22 Human-Made Object","artifact"
