"id","label","openatlasClass","systemClass","type","manuscriptId","placeId","start","end","description","certainty"
"event-ms-ocf-x-a-current-repository","A kept at Barcelona, Archivo de la Corona de Aragon","E7 Activity","activity","current_repository","ms-ocf-x-a","repo-barcelona-archivo-de-la-corona-de-aragon","","","Barcelona, Archivo de la Corona de Aragon, MS Ripoll 40 is currently kept at Barcelona, Archivo de la Corona de Aragon.","certain"
"event-ms-ocf-x-a-origin-monastery-of-ripoll","A origin/context: Monastery of Ripoll","E12 Production","production","copying_or_origin","ms-ocf-x-a","place-monastery-of-ripoll","11th century","11th century","Barcelona, Archivo de la Corona de Aragon, MS Ripoll 40: origin/context recorded as ""Monastery of Ripoll"".","probable"
"event-ms-ocf-x-b-current-repository","B kept at Paris, BnF","E7 Activity","activity","current_repository","ms-ocf-x-b","repo-paris-bnf","","","Paris, BnF, MS Baluze 1 is currently kept at Paris, BnF.","certain"
