"id","manuscriptId","fromPlaceId","toPlaceId","start","end","certainty","description"
"move-ms-hre-xvii-src","ms-hre-xvii-src","place-rome-curia-context","repo-vatican-bav","late 12th century","late 12th century","derived","Research context line for SRC: Rome / Papal Curia context -> Rome (Curia / Vatican), source tradition anchor."
"move-ms-hre-xvii-a","ms-hre-xvii-a","place-rome-curia-context","repo-vatican-bav","late 12th century","late 12th century","probable","Research context line for A: Rome / Papal Curia context -> Biblioteca Apostolica Vaticana."
