"id","label","type","placeId","start","end","description","openatlasClass"
"event-ms-hre-xvii-src-context","SRC copying/source context","copying_or_transmission","repo-vatican-bav","late 12th century","late 12th century","Geographic anchor inferred from HRE source dateline place: Curia.","E5 Event"
"event-ms-hre-xvii-a-context","A copying/source context","copying_or_transmission","repo-vatican-bav","late 12th century","late 12th century","Principal witness for the Staufen Ordo (HRE-XVII).","E5 Event"
